taxonomic_order,species,PRIMARY_COM_NAME,genus,family,add.to,do.not.break,notes,needs.statement
25498,Pomatorhinus_bornensis,Sunda Scimitar-Babbler,Pomatorhinus,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)","Pomatorhinus_bornensis, Pomatorhinus_montanus",,"Pomatorhinus bornensis was previously considered conspecific with Javan Scimitar-Babbler (Pomatorhinus montanus), but is here split on the basis of differences in plumage, vocalizations, and habitat/elevation distribution (1); Pomatorhinus bornensis also differs in its smaller size. ",yes
25501,Pomatorhinus_montanus,Javan Scimitar-Babbler,Pomatorhinus,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,,,
25505,Erythrogenys_hypoleucos,Large Scimitar-Babbler,Erythrogenys,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",Erythrogenys,"Erythrogenys_erythrogenys, Erythrogenys_mcclellandi, Erythrogenys_gravivox, Erythrogenys_swinhoei, Erythrogenys_erythrocnemis","ETM: the erythrocnemis account mentions that erythrogenys sometimes is conspecific with the rest of this species group, so including here such that hypoleucos gets added as sister to that clade",
25511,Erythrogenys_erythrogenys,Rusty-cheeked Scimitar-Babbler,Erythrogenys,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,,,
25517,Erythrogenys_mcclellandi,Spot-breasted Scimitar-Babbler,Erythrogenys,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)","Erythrogenys_mcclellandi, Erythrogenys_gravivox, Erythrogenys_swinhoei, Erythrogenys_erythrocnemis",,,yes
25518,Erythrogenys_gravivox,Black-streaked Scimitar-Babbler,Erythrogenys,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,,,
25524,Erythrogenys_swinhoei,Gray-sided Scimitar-Babbler,Erythrogenys,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,,,
25527,Erythrogenys_erythrocnemis,Black-necklaced Scimitar-Babbler,Erythrogenys,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)","Erythrogenys_mcclellandi, Erythrogenys_gravivox, Erythrogenys_swinhoei, Erythrogenys_erythrocnemis",,"Often treated as conspecific with E. mcclellandi, E. gravivox and E. swinhoei, and sometimes also with E. erythrogenys, all having similar plumage. ",yes
25528,Stachyris_nigricollis,Black-throated Babbler,Stachyris,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,,,
25529,Stachyris_grammiceps,White-breasted Babbler,Stachyris,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,,,
25530,Stachyris_maculata,Chestnut-rumped Babbler,Stachyris,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,,,
25535,Stachyris_nigriceps,Gray-throated Babbler,Stachyris,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,,,
25549,Stachyris_poliocephala,Gray-headed Babbler,Stachyris,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,,,
25550,Stachyris_nonggangensis,Nonggang Babbler,Stachyris,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,,,
25551,Stachyris_herberti,Sooty Babbler,Stachyris,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",Stachyris,Stachyris,"Somewhat different in plumage from congeners, and sometimes placed in a genus of its own, Nigravis, but general consensus is that such treatment is unnecessary. ",yes
25552,Stachyris_humei,Sikkim Wedge-billed Babbler,Stachyris,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,,,
25553,Stachyris_roberti,Cachar Wedge-billed Babbler,Stachyris,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,,,
25554,Stachyris_leucotis,White-necked Babbler,Stachyris,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,,,
25558,Stachyris_thoracica,White-bibbed Babbler,Stachyris,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,,,
25561,Stachyris_oglei,Snowy-throated Babbler,Stachyris,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,,,
25562,Stachyris_strialata,Spot-necked Babbler,Stachyris,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",,,,
25573,Graminicola_bengalensis,Indian Grassbird,Graminicola,Pellorneidae (Ground Babblers and Allies),,,,
25574,Graminicola_striatus,Chinese Grassbird,Graminicola,Pellorneidae (Ground Babblers and Allies),,,,
25577,Turdinus_macrodactylus,Large Wren-Babbler,Turdinus,Pellorneidae (Ground Babblers and Allies),,,,
25581,Turdinus_marmoratus,Marbled Wren-Babbler,Turdinus,Pellorneidae (Ground Babblers and Allies),Turdinus,,MJI three-species genus match,yes
25584,Turdinus_atrigularis,Black-throated Wren-Babbler,Turdinus,Pellorneidae (Ground Babblers and Allies),Turdinus,,MJI three-species genus match,
25585,Malacopteron_affine,Sooty-capped Babbler,Malacopteron,Pellorneidae (Ground Babblers and Allies),,,,
25589,Malacopteron_albogulare,Gray-breasted Babbler,Malacopteron,Pellorneidae (Ground Babblers and Allies),,,,
25592,Malacopteron_cinereum,Scaly-crowned Babbler,Malacopteron,Pellorneidae (Ground Babblers and Allies),,,,
25598,Malacopteron_magnum,Rufous-crowned Babbler,Malacopteron,Pellorneidae (Ground Babblers and Allies),,,,
25601,Malacopteron_magnirostre,Moustached Babbler,Malacopteron,Pellorneidae (Ground Babblers and Allies),,,,
25604,Malacopteron_palawanense,Palawan Babbler,Malacopteron,Pellorneidae (Ground Babblers and Allies),,,,
25606,Gampsorhynchus_rufulus,White-hooded Babbler,Gampsorhynchus,Pellorneidae (Ground Babblers and Allies),,,,
25607,Gampsorhynchus_torquatus,Collared Babbler,Gampsorhynchus,Pellorneidae (Ground Babblers and Allies),,,,
25610,Schoeniparus_cinereus,Yellow-throated Fulvetta,Schoeniparus,Pellorneidae (Ground Babblers and Allies),,,,
25611,Schoeniparus_castaneceps,Rufous-winged Fulvetta,Schoeniparus,Pellorneidae (Ground Babblers and Allies),,,,
25616,Schoeniparus_klossi,Black-crowned Fulvetta,Schoeniparus,Pellorneidae (Ground Babblers and Allies),"Schoeniparus_castaneceps, Schoeniparus_klossi",,Formerly treated as conspecific with closely related S. castaneceps,yes
25617,Schoeniparus_variegaticeps,Gold-fronted Fulvetta,Schoeniparus,Pellorneidae (Ground Babblers and Allies),,,,
25618,Schoeniparus_rufogularis,Rufous-throated Fulvetta,Schoeniparus,Pellorneidae (Ground Babblers and Allies),,,,
25625,Schoeniparus_dubius,Rusty-capped Fulvetta,Schoeniparus,Pellorneidae (Ground Babblers and Allies),,,,
25631,Schoeniparus_brunneus,Dusky Fulvetta,Schoeniparus,Pellorneidae (Ground Babblers and Allies),,,,
25637,Pellorneum_ruficeps,Puff-throated Babbler,Pellorneum,Pellorneidae (Ground Babblers and Allies),,,,
25666,Pellorneum_fuscocapillus,Brown-capped Babbler,Pellorneum,Pellorneidae (Ground Babblers and Allies),Pellorneum,,,yes
25669,Pellorneum_palustre,Marsh Babbler,Pellorneum,Pellorneidae (Ground Babblers and Allies),Pellorneum,,"Presumably a member of the clade containing other members of the genus Pellorneum, but this species has not yet been sampled in phylogenetic studies",yes
25670,Pellorneum_capistratum,Black-capped Babbler,Pellorneum,Pellorneidae (Ground Babblers and Allies),,,,
25677,Pellorneum_malaccense,Short-tailed Babbler,Pellorneum,Pellorneidae (Ground Babblers and Allies),,,,
25681,Pellorneum_cinereiceps,Ashy-headed Babbler,Pellorneum,Pellorneidae (Ground Babblers and Allies),,,,
25682,Pellorneum_albiventre,Spot-throated Babbler,Pellorneum,Pellorneidae (Ground Babblers and Allies),,,,
25687,Pellorneum_tickelli,Buff-breasted Babbler,Pellorneum,Pellorneidae (Ground Babblers and Allies),,,,
25693,Pellorneum_buettikoferi,Sumatran Babbler,Pellorneum,Pellorneidae (Ground Babblers and Allies),"Pellorneum_tickelli, Pellorneum_buettikoferi",,Previously treated as conspecific with T. tickelli,yes
25694,Pellorneum_pyrrogenys,Temminck's Babbler,Pellorneum,Pellorneidae (Ground Babblers and Allies),,,,
25700,Pellorneum_rostratum,White-chested Babbler,Pellorneum,Pellorneidae (Ground Babblers and Allies),,,,
25703,Pellorneum_bicolor,Ferruginous Babbler,Pellorneum,Pellorneidae (Ground Babblers and Allies),,,,
25704,Pellorneum_celebense,Sulawesi Babbler,Pellorneum,Pellorneidae (Ground Babblers and Allies),,,,
25709,Laticilla_burnesii,Rufous-vented Grass Babbler,Laticilla,Pellorneidae (Ground Babblers and Allies),,,,
25712,Laticilla_cinerascens,Swamp Grass Babbler,Laticilla,Pellorneidae (Ground Babblers and Allies),Laticilla,,MJI two-species genus match,yes
25713,Illadopsis_fulvescens,Brown Illadopsis,Illadopsis,Pellorneidae (Ground Babblers and Allies),,,,
25722,Illadopsis_rufipennis,Pale-breasted Illadopsis,Illadopsis,Pellorneidae (Ground Babblers and Allies),,,,
25729,Illadopsis_pyrrhoptera,Mountain Illadopsis,Illadopsis,Pellorneidae (Ground Babblers and Allies),,,,
25732,Illadopsis_cleaveri,Blackcap Illadopsis,Illadopsis,Pellorneidae (Ground Babblers and Allies),,,,
25740,Illadopsis_albipectus,Scaly-breasted Illadopsis,Illadopsis,Pellorneidae (Ground Babblers and Allies),,,,
25741,Illadopsis_turdina,Thrush Babbler,Illadopsis,Pellorneidae (Ground Babblers and Allies),,,,
25745,Illadopsis_puveli,Puvel's Illadopsis,Illadopsis,Pellorneidae (Ground Babblers and Allies),,,,
25748,Illadopsis_rufescens,Rufous-winged Illadopsis,Illadopsis,Pellorneidae (Ground Babblers and Allies),,,,
25750,Kenopia_striata,Striped Wren-Babbler,Kenopia,Pellorneidae (Ground Babblers and Allies),,,,
25751,Malacocincla_abbotti,Abbott's Babbler,Malacocincla,Pellorneidae (Ground Babblers and Allies),,,,
25760,Malacocincla_sepiaria,Horsfield's Babbler,Malacocincla,Pellorneidae (Ground Babblers and Allies),,,,
25768,Malacocincla_perspicillata,Black-browed Babbler,Malacocincla,Pellorneidae (Ground Babblers and Allies),"Malacocincla_sepiaria, Malacocincla_perspicillata",,"Previously thought to be a local race of M. sepiaria or to be conspecific with equally enigmatic (and now discredited) “M. vanderbilti”, but now considered a valid species. ",yes
25769,Gypsophila_crassa,Mountain Wren-Babbler,Gypsophila,Pellorneidae (Ground Babblers and Allies),"Gypsophila_crassa, Gypsophila_brevicaudata, Gypsophila_annamensis, Gypsophila_calcicola, Gypsophila_crispifrons, Gypsophila_rufipectus",,From brevicaudata: Has been thought to be possibly conspecific with G. crassa.,yes
25770,Gypsophila_brevicaudata,Streaked Wren-Babbler,Gypsophila,Pellorneidae (Ground Babblers and Allies),,,,
25779,Gypsophila_annamensis,Annam Limestone Babbler,Gypsophila,Pellorneidae (Ground Babblers and Allies),"Gypsophila_crassa, Gypsophila_brevicaudata, Gypsophila_annamensis, Gypsophila_calcicola, Gypsophila_crispifrons, Gypsophila_rufipectus",,"The present species forms a clade with Mountain Wren-Babbler (G. crassa), Streaked Wren-Babbler (G. brevicaudata), and perhaps Rusty-breasted Wren-Babbler (G. rufipectus), although the latter was not sampled by Cai et al. (16). These three species are sister to Abbott’s Babbler (Malacocincla abbotti) and Horsfield’s Babbler (M. sepiarius) (previously often placed in Turdinus), which in turn are sister to a clade containing Napothera (and Rimator if recognized) and Ptilocichla.; Also, With G. calcicola and G. crispifrons, long known as Limestone Wren-Babbler, and more recently as Grayish Limestone-Babbler, when united solely with G. crispifrons (5).",yes
25780,Gypsophila_calcicola,Rufous Limestone Babbler,Gypsophila,Pellorneidae (Ground Babblers and Allies),"Gypsophila_crassa, Gypsophila_brevicaudata, Gypsophila_annamensis, Gypsophila_calcicola, Gypsophila_crispifrons, Gypsophila_rufipectus",,,yes
25781,Gypsophila_crispifrons,Variable Limestone Babbler,Gypsophila,Pellorneidae (Ground Babblers and Allies),,,,
25783,Gypsophila_rufipectus,Rusty-breasted Wren-Babbler,Gypsophila,Pellorneidae (Ground Babblers and Allies),"Gypsophila_crispifrons, Gypsophila_rufipectus",,"Sister in Cai. OTT issue, otherwise should show up",
25784,Ptilocichla_mindanensis,Striated Wren-Babbler,Ptilocichla,Pellorneidae (Ground Babblers and Allies),,,,
25791,Ptilocichla_leucogrammica,Bornean Wren-Babbler,Ptilocichla,Pellorneidae (Ground Babblers and Allies),,,,
25792,Ptilocichla_falcata,Falcated Wren-Babbler,Ptilocichla,Pellorneidae (Ground Babblers and Allies),,,,
25793,Napothera_epilepidota,Eyebrowed Wren-Babbler,Napothera,Pellorneidae (Ground Babblers and Allies),,,,
25807,Napothera_malacoptila,Long-billed Wren-Babbler,Napothera,Pellorneidae (Ground Babblers and Allies),,,,
25808,Napothera_albostriata,Sumatran Wren-Babbler,Napothera,Pellorneidae (Ground Babblers and Allies),,,,
25809,Napothera_pasquieri,White-throated Wren-Babbler,Napothera,Pellorneidae (Ground Babblers and Allies),,,,
25810,Napothera_naungmungensis,Naung Mung Scimitar-Babbler,Napothera,Pellorneidae (Ground Babblers and Allies),"Napothera_naungmungensis, Napothera_danjoui",,"HBW treated R. naungmungensis as a subspecies of present species, and this arrangement remains plausible",yes
25811,Napothera_danjoui,Short-tailed Scimitar-Babbler,Napothera,Pellorneidae (Ground Babblers and Allies),,,,
25816,Alcippe_poioicephala,Brown-cheeked Fulvetta,Alcippe,Leiothrichidae (Laughingthrushes and Allies),,,,
25825,Alcippe_grotei,Black-browed Fulvetta,Alcippe,Leiothrichidae (Laughingthrushes and Allies),,,,
25828,Alcippe_brunneicauda,Brown Fulvetta,Alcippe,Leiothrichidae (Laughingthrushes and Allies),,,,
25831,Alcippe_pyrrhoptera,Javan Fulvetta,Alcippe,Leiothrichidae (Laughingthrushes and Allies),,,,
25832,Alcippe_nipalensis,Nepal Fulvetta,Alcippe,Leiothrichidae (Laughingthrushes and Allies),,,,
25836,Alcippe_davidi,David's Fulvetta,Alcippe,Leiothrichidae (Laughingthrushes and Allies),,,,
25839,Alcippe_hueti,Huet's Fulvetta,Alcippe,Leiothrichidae (Laughingthrushes and Allies),,,,
25842,Alcippe_morrisonia,Morrison's Fulvetta,Alcippe,Leiothrichidae (Laughingthrushes and Allies),,,,
25843,Alcippe_fratercula,Yunnan Fulvetta,Alcippe,Leiothrichidae (Laughingthrushes and Allies),,,,
25846,Alcippe_peracensis,Mountain Fulvetta,Alcippe,Leiothrichidae (Laughingthrushes and Allies),,,,
25851,Grammatoptila_striata,Striated Laughingthrush,Grammatoptila,Leiothrichidae (Laughingthrushes and Allies),,,,
25856,Cutia_nipalensis,Himalayan Cutia,Cutia,Leiothrichidae (Laughingthrushes and Allies),,,,
25860,Cutia_legalleni,Vietnamese Cutia,Cutia,Leiothrichidae (Laughingthrushes and Allies),,,,
25863,Laniellus_langbianis,Gray-crowned Crocias,Laniellus,Leiothrichidae (Laughingthrushes and Allies),,,,
25864,Laniellus_albonotatus,Spotted Crocias,Laniellus,Leiothrichidae (Laughingthrushes and Allies),,,,
25865,Trochalopteron_subunicolor,Scaly Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25869,Trochalopteron_austeni,Brown-capped Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25872,Trochalopteron_squamatum,Blue-winged Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25873,Trochalopteron_lineatum,Streaked Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25878,Trochalopteron_imbricatum,Bhutan Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25879,Trochalopteron_virgatum,Striped Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25880,Trochalopteron_variegatum,Variegated Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25884,Trochalopteron_affine,Black-faced Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25891,Trochalopteron_morrisonianum,White-whiskered Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25892,Trochalopteron_henrici,Prince Henry's Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25893,Trochalopteron_elliotii,Elliot's Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25896,Trochalopteron_milnei,Red-tailed Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25901,Trochalopteron_yersini,Collared Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25902,Trochalopteron_erythrocephalum,Chestnut-crowned Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25906,Trochalopteron_chrysopterum,Assam Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25912,Trochalopteron_formosum,Red-winged Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25915,Trochalopteron_melanostigma,Silver-eared Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25921,Trochalopteron_ngoclinhense,Golden-winged Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),"Trochalopteron_erythrocephalum, Trochalopteron_chrysopterum, Trochalopteron_melanostigma, Trochalopteron_ngoclinhense, Trochalopteron_peninsulae",,"Closely related to T. erythrocephalum complex and has been treated as conspecific with T. erythrocephalum sensu lato, but is strongly distinct, differing from morphologically closest form T. melanostigma connectens. From that species: Until recently regarded as conspecific with T. chrysopterum, T. melanostigma, T. peninsulae and even T. ngoclinhense; race woodi of T. chrysopterum was initially retained in present species. ",yes
25922,Trochalopteron_peninsulae,Malayan Laughingthrush,Trochalopteron,Leiothrichidae (Laughingthrushes and Allies),,,,
25924,Montecincla_jerdoni,Banasura Laughingthrush,Montecincla,Leiothrichidae (Laughingthrushes and Allies),"Montecincla_jerdoni, Montecincla_cachinnans",,"The species is morphologically and vocally close to its congeners, Nilgiri Laughingthrush (Montecincla cachinnans), Palani Laughingthrush (M. fairbanki), and Ashambu Laughingthrush (M. meridionalis). Within this closely related group, Banasura Laughingthrush appears to be most closely related to Nilgiri Laughingthrush, which is in turn sister to Palani Laughingthrush and Ashambu Laughingthrush (7). ",yes
25925,Montecincla_cachinnans,Nilgiri Laughingthrush,Montecincla,Leiothrichidae (Laughingthrushes and Allies),,,,
25926,Montecincla_fairbanki,Palani Laughingthrush,Montecincla,Leiothrichidae (Laughingthrushes and Allies),,,,
25927,Montecincla_meridionalis,Ashambu Laughingthrush,Montecincla,Leiothrichidae (Laughingthrushes and Allies),"Montecincla_fairbanki, Montecincla_meridionalis",,"Until recently judged to be conspecific with T. fairbanki, but analysis indicates considerable divergence (1)",yes
25928,Heterophasia_picaoides,Long-tailed Sibia,Heterophasia,Leiothrichidae (Laughingthrushes and Allies),,,,
25933,Heterophasia_auricularis,White-eared Sibia,Heterophasia,Leiothrichidae (Laughingthrushes and Allies),,,,
25934,Heterophasia_capistrata,Rufous Sibia,Heterophasia,Leiothrichidae (Laughingthrushes and Allies),,,,
25938,Heterophasia_pulchella,Beautiful Sibia,Heterophasia,Leiothrichidae (Laughingthrushes and Allies),,,,
25941,Heterophasia_gracilis,Gray Sibia,Heterophasia,Leiothrichidae (Laughingthrushes and Allies),,,,
25942,Heterophasia_melanoleuca,Black-backed Sibia,Heterophasia,Leiothrichidae (Laughingthrushes and Allies),,,,
25945,Heterophasia_desgodinsi,Black-headed Sibia,Heterophasia,Leiothrichidae (Laughingthrushes and Allies),,,,
25953,Actinodura_nipalensis,Hoary-throated Barwing,Actinodura,Leiothrichidae (Laughingthrushes and Allies),,,,
25954,Actinodura_morrisoniana,Taiwan Barwing,Actinodura,Leiothrichidae (Laughingthrushes and Allies),,,,
25955,Actinodura_waldeni,Streak-throated Barwing,Actinodura,Leiothrichidae (Laughingthrushes and Allies),,,,
25962,Actinodura_souliei,Streaked Barwing,Actinodura,Leiothrichidae (Laughingthrushes and Allies),,,,
25965,Actinodura_cyanouroptera,Blue-winged Minla,Actinodura,Leiothrichidae (Laughingthrushes and Allies),,,,
25974,Actinodura_strigula,Chestnut-tailed Minla,Actinodura,Leiothrichidae (Laughingthrushes and Allies),,,,
25981,Actinodura_egertoni,Rusty-fronted Barwing,Actinodura,Leiothrichidae (Laughingthrushes and Allies),,,,
25986,Actinodura_ramsayi,Spectacled Barwing,Actinodura,Leiothrichidae (Laughingthrushes and Allies),,,,
25991,Actinodura_sodangorum,Black-crowned Barwing,Actinodura,Leiothrichidae (Laughingthrushes and Allies),"Actinodura_ramsayi, Actinodura_sodangorum",,"Placed in Actinodura (1), but awaits DNA screening. MJI: link with ramsayi",yes
25992,Leiothrix_lutea,Red-billed Leiothrix,Leiothrix,Leiothrichidae (Laughingthrushes and Allies),,,,
25998,Leiothrix_argentauris,Silver-eared Mesia,Leiothrix,Leiothrichidae (Laughingthrushes and Allies),,,,
26011,Minla_ignotincta,Red-tailed Minla,Minla,Leiothrichidae (Laughingthrushes and Allies),,,,
26016,Leioptila_annectens,Rufous-backed Sibia,Leioptila,Leiothrichidae (Laughingthrushes and Allies),,,,
26023,Liocichla_bugunorum,Bugun Liocichla,Liocichla,Leiothrichidae (Laughingthrushes and Allies),,,,
26024,Liocichla_omeiensis,Gray-faced Liocichla,Liocichla,Leiothrichidae (Laughingthrushes and Allies),,,,
26025,Liocichla_steerii,Steere's Liocichla,Liocichla,Leiothrichidae (Laughingthrushes and Allies),,,,
26026,Liocichla_phoenicea,Red-faced Liocichla,Liocichla,Leiothrichidae (Laughingthrushes and Allies),,,,
26029,Liocichla_ripponi,Scarlet-faced Liocichla,Liocichla,Leiothrichidae (Laughingthrushes and Allies),,,,
26032,Argya_malcolmi,Large Gray Babbler,Argya,Leiothrichidae (Laughingthrushes and Allies),,,,
26033,Argya_cinereifrons,Ashy-headed Laughingthrush,Argya,Leiothrichidae (Laughingthrushes and Allies),,,,
26034,Argya_longirostris,Slender-billed Babbler,Argya,Leiothrichidae (Laughingthrushes and Allies),,,,
26035,Argya_subrufa,Rufous Babbler,Argya,Leiothrichidae (Laughingthrushes and Allies),,,,
26038,Argya_rufescens,Orange-billed Babbler,Argya,Leiothrichidae (Laughingthrushes and Allies),,,,
26039,Argya_striata,Jungle Babbler,Argya,Leiothrichidae (Laughingthrushes and Allies),,,,
26046,Argya_affinis,Yellow-billed Babbler,Argya,Leiothrichidae (Laughingthrushes and Allies),"Argya_striata, Argya_affinis",,Yellow-billed Babbler would have appeared to be sister to Jungle Babbler (A. striata,yes
26050,Argya_rubiginosa,Rufous Chatterer,Argya,Leiothrichidae (Laughingthrushes and Allies),,,,
26055,Argya_aylmeri,Scaly Chatterer,Argya,Leiothrichidae (Laughingthrushes and Allies),,,,
26060,Argya_altirostris,Iraq Babbler,Argya,Leiothrichidae (Laughingthrushes and Allies),,,,
26061,Argya_huttoni,Afghan Babbler,Argya,Leiothrichidae (Laughingthrushes and Allies),,,,
26064,Argya_caudata,Common Babbler,Argya,Leiothrichidae (Laughingthrushes and Allies),,,,
26067,Argya_fulva,Fulvous Chatterer,Argya,Leiothrichidae (Laughingthrushes and Allies),,,,
26072,Argya_squamiceps,Arabian Babbler,Argya,Leiothrichidae (Laughingthrushes and Allies),,,,
26076,Argya_earlei,Striated Babbler,Argya,Leiothrichidae (Laughingthrushes and Allies),,,,
26080,Argya_gularis,White-throated Babbler,Argya,Leiothrichidae (Laughingthrushes and Allies),,,,
26081,Turdoides_nipalensis,Spiny Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),,,,
26082,Turdoides_atripennis,Capuchin Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),,,,
26086,Turdoides_gilberti,White-throated Mountain-Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),,,,
26087,Turdoides_chapini,Chapin's Mountain-Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),,,,
26091,Turdoides_rufocinctus,Red-collared Mountain-Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),"Turdoides_chapini, Turdoides_rufocinctus",,Sometimes considered conspecific with T. chapini.,yes
26092,Turdoides_plebejus,Brown Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),,,,
26096,Turdoides_leucopygia,White-rumped Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),,,,
26102,Turdoides_hindei,Hinde's Pied-Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),Turdoides,Argya,,yes
26103,Turdoides_squamulata,Scaly Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),,,,
26107,Turdoides_jardineii,Arrow-marked Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),,,,
26114,Turdoides_gymnogenys,Bare-cheeked Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),,,,
26115,Turdoides_leucocephala,Cretzschmar's Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),,,,
26116,Turdoides_reinwardtii,Blackcap Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),,,,
26119,Turdoides_tenebrosa,Dusky Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),,,,
26120,Turdoides_bicolor,Southern Pied-Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),,,,
26121,Turdoides_hartlaubii,Hartlaub's Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),,,,
26124,Turdoides_sharpei,Black-lored Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),,,,
26127,Turdoides_melanops,Black-faced Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),,,,
26130,Turdoides_hypoleuca,Northern Pied-Babbler,Turdoides,Leiothrichidae (Laughingthrushes and Allies),,,,
26134,Garrulax_merulinus,Spot-breasted Laughingthrush,Garrulax,Leiothrichidae (Laughingthrushes and Allies),,,,
26137,Garrulax_annamensis,Orange-breasted Laughingthrush,Garrulax,Leiothrichidae (Laughingthrushes and Allies),,,,
26138,Garrulax_canorus,Chinese Hwamei,Garrulax,Leiothrichidae (Laughingthrushes and Allies),,,,
26141,Garrulax_taewanus,Taiwan Hwamei,Garrulax,Leiothrichidae (Laughingthrushes and Allies),,,,
26144,Garrulax_monileger,Lesser Necklaced Laughingthrush,Garrulax,Leiothrichidae (Laughingthrushes and Allies),,,,
26155,Garrulax_rufifrons,Rufous-fronted Laughingthrush,Garrulax,Leiothrichidae (Laughingthrushes and Allies),,,,
26158,Garrulax_palliatus,Sunda Laughingthrush,Garrulax,Leiothrichidae (Laughingthrushes and Allies),,,,
26161,Garrulax_leucolophus,White-crested Laughingthrush,Garrulax,Leiothrichidae (Laughingthrushes and Allies),,,,
26166,Garrulax_bicolor,Sumatran Laughingthrush,Garrulax,Leiothrichidae (Laughingthrushes and Allies),,,,
26167,Garrulax_milleti,Black-hooded Laughingthrush,Garrulax,Leiothrichidae (Laughingthrushes and Allies),,,,
26170,Garrulax_strepitans,White-necked Laughingthrush,Garrulax,Leiothrichidae (Laughingthrushes and Allies),,,,
26171,Garrulax_ferrarius,Cambodian Laughingthrush,Garrulax,Leiothrichidae (Laughingthrushes and Allies),"Garrulax_milleti, Garrulax_ferrarius",,"Often treated as conspecific with G. ferrarius, but that species is now known to be closer to G. milleti.",yes
26172,Garrulax_maesi,Gray Laughingthrush,Garrulax,Leiothrichidae (Laughingthrushes and Allies),,,,
26175,Garrulax_castanotis,Rufous-cheeked Laughingthrush,Garrulax,Leiothrichidae (Laughingthrushes and Allies),,,,
26179,Ianthocincla_sukatschewi,Snowy-cheeked Laughingthrush,Ianthocincla,Leiothrichidae (Laughingthrushes and Allies),,,,
