name	|	uid	|	type	|	uniqname	|	sourceinfo	|	
? siemiradzkii	|	550149	|		|		|	gbif:6092516	|	
? siemsseni	|	516969	|		|		|	gbif:6100798	|	
? signata	|	3598163	|		|		|	gbif:5788864	|	
? sinensis	|	2224	|		|		|	gbif:6091856	|	
? singalensis	|	501795	|		|		|	gbif:7341060	|	
? sinuata	|	959972	|		|		|	gbif:6100844	|	
? sipahi	|	341467	|		|		|	gbif:7958604	|	
? sissonii	|	777935	|		|		|	gbif:5789247	|	
? sordida	|	959975	|		|		|	gbif:5845316	|	
? sordidus	|	757509	|		|		|	gbif:2479917	|	
? sovimanga	|	1055682	|		|		|	gbif:6101109	|	
? sperata	|	10513	|		|		|	gbif:7340838	|	
? spilogaster	|	283167	|		|		|	gbif:6066199	|	
? spiloptera	|	492723	|		|		|	gbif:6100891	|	
? spinescens	|	559266	|		|		|	gbif:7341772	|	
? spodiopygius	|	65396	|		|		|	gbif:2477248	|	
? stejnegeri	|	3598837	|		|		|	gbif:6100851	|	
? stolzmanni	|	6024	|		|		|	gbif:6091665	|	
? striata	|	310952	|		|		|	gbif:2485383	|	
? striata	|	60236	|		|		|	gbif:6092935	|	
? striaticeps	|	446649	|		|		|	gbif:2485133	|	
