uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	uniqname	|	flags	|	
515429	|	656610	|	Myrmeciza hyperythra	|	species	|	ncbi:468501,gbif:2490146,irmng:10213973	|		|		|	
515430	|	656610	|	Myrmeciza castanea	|	species	|	ncbi:468500,gbif:7341281	|		|		|	
515431	|	656610	|	Myrmeciza goeldii	|	species	|	ncbi:468503,gbif:2490164,irmng:11220122	|		|		|	
515432	|	656610	|	Myrmeciza melanoceps	|	species	|	ncbi:468502,gbif:2490148,irmng:10456921	|		|		|	
515433	|	656610	|	Myrmeciza atrothorax	|	species	|	ncbi:468505,gbif:2490157,irmng:10991771	|		|		|	
515434	|	656610	|	Myrmeciza immaculata	|	species	|	ncbi:468504,gbif:2490153,irmng:11213919	|		|		|	
201580	|	515434	|	Myrmeciza immaculata zeledoni	|	subspecies	|	ncbi:722553	|		|	infraspecific	|	
201582	|	515434	|	Myrmeciza immaculata macrorhyncha	|	subspecies	|	ncbi:722552	|		|	infraspecific	|	
6520459	|	515434	|	Myrmeciza immaculata immaculata	|	species	|	additions-6520447-6520466:6520459	|		|		|	
818301	|	656610	|	Myrmeciza laemosticta	|	species	|	ncbi:468496,gbif:2490147,irmng:11327104	|		|		|	
201584	|	818301	|	Myrmeciza laemosticta laemosticta	|	subspecies	|	ncbi:722554	|		|	infraspecific	|	
818302	|	656610	|	Myrmeciza squamosa	|	species	|	ncbi:468495,gbif:2490156,irmng:11276058	|		|		|	
3598966	|	656610	|	Myrmeciza ruficauda	|	species	|	ncbi:468494,gbif:2490149,irmng:10214939	|		|		|	
818303	|	656610	|	Myrmeciza ferruginea	|	species	|	ncbi:468493,gbif:2490151,irmng:10213972	|		|		|	
818304	|	656610	|	Myrmeciza longipes	|	species	|	ncbi:468492,gbif:2490154,irmng:11221518	|		|		|	
201583	|	818304	|	Myrmeciza longipes griseipectus	|	subspecies	|	ncbi:722555	|		|	infraspecific	|	
201586	|	818304	|	Myrmeciza longipes panamensis	|	subspecies	|	ncbi:722556	|		|	infraspecific	|	
818306	|	656610	|	Myrmeciza pelzelni	|	species	|	ncbi:468499,gbif:2490162,irmng:10214938	|		|		|	
818300	|	656610	|	Myrmeciza nigricauda	|	species	|	ncbi:468497,gbif:2490155,irmng:10953131	|		|		|	
314598	|	656610	|	Myrmeciza palliata	|	species	|	ncbi:944966,gbif:5845957	|		|		|	
656612	|	656610	|	Myrmeciza hemimelaena	|	species	|	ncbi:288073,gbif:2490160,irmng:10990819	|		|		|	
656614	|	656610	|	Myrmeciza griseiceps	|	species	|	ncbi:288072,gbif:2490152,irmng:11125588	|		|		|	
656615	|	656610	|	Myrmeciza fortis	|	species	|	ncbi:288075,gbif:2490159,irmng:11069857	|		|		|	
656616	|	656610	|	Myrmeciza loricata	|	species	|	ncbi:288074,gbif:2490161,irmng:11440341	|		|		|	
642992	|	656610	|	Myrmeciza berlepschi	|	species	|	ncbi:288076,gbif:2490150,irmng:11214295	|		|		|	
1061251	|	656610	|	Myrmeciza exsul	|	species	|	ncbi:413254,gbif:2490163,irmng:10716114	|		|		|	
201578	|	1061251	|	Myrmeciza exsul occidentalis	|	subspecies	|	ncbi:722551	|		|	infraspecific	|	
201579	|	1061251	|	Myrmeciza exsul exsul	|	subspecies	|	ncbi:722550	|		|	infraspecific	|	
7662303	|	656610	|	Myrmeciza cachabiensis	|	species	|	gbif:8737669	|		|		|	
7662304	|	656610	|	Myrmeciza rosenbergi	|	species	|	gbif:8781986	|		|		|	
3598965	|	656610	|	Myrmeciza disjuncta	|	species	|	gbif:2490158,irmng:10908781	|		|		|	
6154140	|	656610	|	Myrmeciza zeledoni	|	species	|	gbif:7459131	|		|		|	
642991	|	799152	|	Phaenostictus	|	genus	|	ncbi:288077,gbif:2490165,irmng:1018635	|		|		|	
1006797	|	642991	|	Phaenostictus mcleannani	|	species	|	ncbi:288078,gbif:2490166,irmng:11038839	|		|		|	
673388	|	1006797	|	Phaenostictus mcleannani mcleannani	|	subspecies	|	ncbi:722582	|		|	infraspecific	|	
683469	|	799152	|	Rhopornis	|	genus	|	ncbi:464284,gbif:2490143,irmng:1368822	|		|		|	
683470	|	683469	|	Rhopornis ardesiacus	|	species	|	ncbi:464285,gbif:5788616,irmng:11204435	|		|		|	
4131676	|	799152	|	Myrmoderus	|	genus	|	ncbi:2133929,irmng:1386214	|		|		|	
7068687	|	4131676	|	Myrmoderus eowilsoni	|	species	|	ncbi:2067407	|		|		|	
7068685	|	799152	|	Myrmelastes	|	genus	|	ncbi:1941453	|		|		|	
206391	|	7068685	|	Myrmelastes leucostigma	|	species	|	ncbi:288100	|		|		|	
7068686	|	7068685	|	Myrmelastes brunneiceps	|	species	|	ncbi:2211474	|		|		|	
4131804	|	7068685	|	Myrmelastes rufifacies	|	species	|	ncbi:2211475,gbif:5788637	|		|		|	
422513	|	7068685	|	Myrmelastes saturatus	|	species	|	ncbi:324751	|		|		|	
422517	|	422513	|	Myrmelastes saturatus saturatus	|	subspecies	|	ncbi:324752	|		|	infraspecific	|	
422515	|	7068685	|	Myrmelastes schistaceus	|	species	|	ncbi:2211541,gbif:5788640,irmng:10460357	|		|		|	
4131802	|	7068685	|	Myrmelastes humaythae	|	species	|	ncbi:1941454,gbif:5788635	|		|		|	
999542	|	799152	|	Percnostola	|	genus	|	ncbi:324748,gbif:2490115,irmng:1290653	|		|		|	
515423	|	999542	|	Percnostola rufifrons	|	species	|	ncbi:468509,gbif:2490116,irmng:11118466	|		|		|	
228415	|	999542	|	Percnostola minor	|	species	|	ncbi:1167645,gbif:8950395	|		|		|	
999543	|	999542	|	Percnostola leucostigma	|	species	|	ncbi:324749,irmng:10858984	|		|		|	
422514	|	999543	|	Percnostola leucostigma leucostigma	|	subspecies	|	ncbi:324750	|		|	infraspecific	|	
3598984	|	999542	|	Percnostola arenarum	|	species	|	gbif:5788628	|		|		|	
1078384	|	799152	|	Dichrozona	|	genus	|	ncbi:288089,gbif:2490235,irmng:1306051	|		|		|	
827592	|	1078384	|	Dichrozona cincta	|	species	|	ncbi:288090,gbif:2490236,irmng:10597214	|		|		|	
564503	|	799152	|	Gymnopithys	|	genus	|	ncbi:288081,gbif:2490002,irmng:1061381	|		|		|	
294047	|	564503	|	Gymnopithys rufigula	|	species	|	ncbi:468484,gbif:2490007,irmng:10693423	|		|		|	
294048	|	564503	|	Gymnopithys bicolor	|	species	|	ncbi:468485,irmng:10859480	|		|		|	
294052	|	564503	|	Gymnopithys lunulatus	|	species	|	ncbi:468486,gbif:5788633,irmng:10217244	|		|		|	
658369	|	564503	|	Gymnopithys salvini	|	species	|	ncbi:468487,gbif:2490006,irmng:10655715	|		|		|	
979174	|	564503	|	Gymnopithys leucaspis	|	species	|	ncbi:288082,gbif:2490003,irmng:11368825	|		|		|	
848078	|	979174	|	Gymnopithys leucaspis olivascens	|	subspecies	|	ncbi:722467	|		|	infraspecific	|	
848079	|	979174	|	Gymnopithys leucaspis castaneus	|	subspecies	|	ncbi:722466	|		|	infraspecific	|	
7662295	|	564503	|	Gymnopithys ruficeps	|	species	|	gbif:8806984	|		|		|	
1078389	|	799152	|	Microrhopias	|	genus	|	ncbi:288083,gbif:2490239,irmng:1306645	|		|		|	
1078390	|	1078389	|	Microrhopias quixensis	|	species	|	ncbi:288084,gbif:2490240,irmng:11036393	|		|		|	
694919	|	1078390	|	Microrhopias quixensis consobrinus	|	subspecies	|	ncbi:722487	|		|	infraspecific	|	
694938	|	1078390	|	Microrhopias quixensis virgatus	|	subspecies	|	ncbi:722488	|		|	infraspecific	|	
1078391	|	799152	|	Myrmorchilus	|	genus	|	ncbi:288085,gbif:2490025,irmng:1016538	|		|		|	
1078392	|	1078391	|	Myrmorchilus strigilatus	|	species	|	ncbi:288086,gbif:2490026,irmng:10214944	|		|		|	
1078393	|	799152	|	Neoctantes	|	genus	|	ncbi:288087,gbif:2490237,irmng:1206550	|		|		|	
1078383	|	1078393	|	Neoctantes niger	|	species	|	ncbi:288088,gbif:2490238,irmng:10854789	|		|		|	
7662317	|	799152	|	Rhopochareas argentinus	|	species	|	gbif:8830140	|		|	major_rank_conflict	|	
7662302	|	799152	|	Myothera ruficeps	|	species	|	gbif:9012354	|		|	major_rank_conflict	|	
7662300	|	799152	|	Hypsibamon	|	genus	|	gbif:9362802	|		|		|	
7662301	|	7662300	|	Hypsibamon andicolus	|	species	|	gbif:9598676	|		|		|	
3599647	|	799152	|	Biatas	|	genus	|	gbif:2490126,irmng:1010340	|		|		|	
3599648	|	3599647	|	Biatas nigropectus	|	species	|	gbif:2490127,irmng:10211244	|		|		|	
3599838	|	799152	|	Clytoctantes	|	genus	|	gbif:2490225,irmng:1009318	|		|		|	
3599839	|	3599838	|	Clytoctantes atrogularis	|	species	|	gbif:2490226,irmng:11093092	|		|		|	
3599837	|	3599838	|	Clytoctantes alixii	|	species	|	gbif:2490227,irmng:11055570	|		|		|	
445866	|	1041547	|	Thraupidae	|	family	|	ncbi:400783,gbif:9352,irmng:108420	|		|	sibling_higher	|	
90891	|	445866	|	Cypsnagra	|	genus	|	ncbi:62186,gbif:2488540,irmng:1009190	|		|	sibling_higher	|	
90892	|	90891	|	Cypsnagra hirundinacea	|	species	|	ncbi:62187,gbif:2488541,irmng:11028640	|		|		|	
7662345	|	90891	|	Cypsnagra pallidigula	|	species	|	gbif:9093968	|		|		|	
90894	|	445866	|	Conothraupis	|	genus	|	ncbi:62180,gbif:2488774,irmng:1032649	|		|	sibling_higher	|	
90895	|	90894	|	Conothraupis speculigera	|	species	|	ncbi:62181,gbif:2488775,irmng:10764831	|		|		|	
3597315	|	90894	|	Conothraupis mesoleuca	|	species	|	gbif:2488776,irmng:10216903	|		|		|	
90896	|	445866	|	Creurgops	|	genus	|	ncbi:62182,gbif:2488779,irmng:1055683	|		|	sibling_higher	|	
528634	|	90896	|	Creurgops verticalis	|	species	|	ncbi:227875,gbif:2488782,irmng:10858981	|		|		|	
872164	|	90896	|	Creurgops dentatus	|	species	|	ncbi:1226183,gbif:2488780,irmng:11008728	|		|		|	
7662344	|	90896	|	Creurgops castaneiceps	|	species	|	gbif:8998403	|		|		|	
90900	|	445866	|	Dacnis	|	genus	|	ncbi:62188,gbif:2488348,irmng:1361966,irmng:1210384	|		|	sibling_higher	|	
90901	|	90900	|	Dacnis cayana	|	species	|	ncbi:62189,gbif:2488352,irmng:10217249	|		|		|	
653292	|	90901	|	Dacnis cayana ultramarina	|	subspecies	|	ncbi:241769	|		|	infraspecific	|	
1050032	|	90900	|	Dacnis lineata	|	species	|	ncbi:1118542,gbif:2488364,irmng:10216980	|		|		|	
779207	|	90900	|	Dacnis venusta	|	species	|	ncbi:664759,gbif:2488361,irmng:10216981	|		|		|	
3597321	|	90900	|	Dacnis nigripes	|	species	|	ncbi:1226187,gbif:2488369,irmng:11320029	|		|		|	
3597318	|	90900	|	Dacnis flaviventer	|	species	|	ncbi:1226185,gbif:2488370,irmng:11050396	|		|		|	
3597323	|	90900	|	Dacnis albiventris	|	species	|	ncbi:1226184,gbif:2488371,irmng:10217248	|		|		|	
3597322	|	90900	|	Dacnis hartlaubi	|	species	|	ncbi:1226186,gbif:2488350,irmng:10803504	|		|		|	
3597316	|	90900	|	Dacnis viguieri	|	species	|	ncbi:1226188,gbif:2488349,irmng:10593595	|		|		|	
7662348	|	90900	|	Dacnis ultramarina	|	species	|	gbif:8763362	|		|		|	
7662346	|	90900	|	Dacnis caerebicolor	|	species	|	gbif:9165168	|		|		|	
7662347	|	90900	|	Dacnis modesta	|	species	|	gbif:9449524	|		|		|	
3597320	|	90900	|	Dacnis berlepschi	|	species	|	gbif:2488368,irmng:10681918	|		|		|	
3597319	|	90900	|	Dacnis egregia	|	species	|	gbif:6100781	|		|		|	
3597317	|	90900	|	Dacnis westernensis	|	species	|	irmng:10541577	|		|	hidden	|	
5852568	|	445866	|	Thraupinae	|	subfamily	|	ncbi:1619329	|		|	sibling_higher	|	
415521	|	5852568	|	Schistochlamys	|	genus	|	ncbi:62241,gbif:2488059,irmng:1094268	|		|		|	
415519	|	415521	|	Schistochlamys melanopis	|	species	|	ncbi:62242,gbif:2488064,irmng:10216211	|		|		|	
320948	|	415521	|	Schistochlamys ruficapillus	|	species	|	ncbi:548513,irmng:10213277	|		|		|	
317732	|	5852568	|	Gubernatrix	|	genus	|	ncbi:555260,gbif:2491898,irmng:1205236	|		|		|	
317731	|	317732	|	Gubernatrix cristata	|	species	|	ncbi:555261,gbif:2491899,irmng:10718015	|		|		|	
7662412	|	317732	|	Gubernatrix pusilla	|	species	|	gbif:8805726	|		|		|	
593417	|	5852568	|	Bangsia	|	genus	|	ncbi:548497,gbif:2488329,irmng:1417859	|		|		|	
593405	|	593417	|	Bangsia arcaei	|	species	|	ncbi:548498,gbif:2488333,irmng:10715853	|		|		|	
593407	|	593417	|	Bangsia melanochlamys	|	species	|	ncbi:548499,gbif:2488330,irmng:10217542	|		|		|	
895343	|	593417	|	Bangsia rothschildi	|	species	|	ncbi:548500,gbif:2488332,irmng:10456893	|		|		|	
895344	|	593417	|	Bangsia edwardsi	|	species	|	ncbi:548501,gbif:2488336,irmng:10217541	|		|		|	
895345	|	593417	|	Bangsia aureocincta	|	species	|	ncbi:548502,gbif:2488331,irmng:10601808	|		|		|	
943097	|	5852568	|	Pipraeidea	|	genus	|	ncbi:62235,gbif:2488794,irmng:1017578	|		|		|	
142577	|	943097	|	Pipraeidea melanonota	|	species	|	ncbi:62237,gbif:2488795,irmng:10213678	|		|		|	
559737	|	943097	|	Pipraeidea bonariensis	|	species	|	ncbi:200163,gbif:2488617,gbif:8197649,irmng:11253503	|		|		|	
583327	|	5852568	|	Cissopis	|	genus	|	ncbi:62176,gbif:2488853,irmng:1241511	|		|		|	
583311	|	583327	|	Cissopis leverianus	|	species	|	ncbi:62177,gbif:2488854,irmng:10692342	|		|		|	
6154281	|	583327	|	Cissopis major	|	species	|	gbif:7759506	|		|		|	
636245	|	5852568	|	Iridosornis	|	genus	|	ncbi:62211,gbif:2488643,irmng:1309398	|		|		|	
636246	|	636245	|	Iridosornis analis	|	species	|	ncbi:62212,gbif:2488655,irmng:10601792	|		|		|	
895340	|	636245	|	Iridosornis porphyrocephalus	|	species	|	ncbi:548508,gbif:2488652,irmng:10922525	|		|		|	
895342	|	636245	|	Iridosornis reinhardti	|	species	|	ncbi:548509,gbif:2488654,irmng:10213336	|		|		|	
895352	|	636245	|	Iridosornis jelskii	|	species	|	ncbi:548507,gbif:2488649,irmng:10460330	|		|		|	
320951	|	636245	|	Iridosornis rufivertex	|	species	|	ncbi:548510,gbif:2488644,irmng:10601793	|		|		|	
7662413	|	636245	|	Iridosornis doubusia	|	species	|	gbif:8830390	|		|		|	
23960	|	5852568	|	Diuca	|	genus	|	ncbi:460192,gbif:2491641,irmng:1268550	|		|		|	
23961	|	23960	|	Diuca diuca	|	species	|	ncbi:460193,gbif:2491645,irmng:10456712	|		|		|	
3597355	|	23960	|	Diuca speculifera	|	species	|	ncbi:1226189,gbif:2491642,irmng:11325156	|		|		|	
7662411	|	23960	|	Diuca vera	|	species	|	gbif:8820893	|		|		|	
80420	|	5852568	|	Paroaria	|	genus	|	ncbi:116993,gbif:2492080,irmng:1290871	|		|		|	
301064	|	80420	|	Paroaria coronata	|	species	|	ncbi:181102,gbif:2492081,irmng:10856592	|		|		|	
80421	|	80420	|	Paroaria dominicana	|	species	|	ncbi:116994,gbif:2492086,irmng:11071700	|		|		|	
718834	|	80420	|	Paroaria baeri	|	species	|	ncbi:665137,gbif:2492090,irmng:11167818	|		|		|	
320949	|	80420	|	Paroaria gularis	|	species	|	ncbi:548512,gbif:2492082,irmng:10216074	|		|		|	
812421	|	320949	|	Paroaria gularis nigrogenis	|	subspecies	|	ncbi:665136,gbif:5845551	|		|	infraspecific	|	
121494	|	320949	|	Paroaria gularis cervicalis	|	subspecies	|	ncbi:665138,gbif:7380195	|		|	infraspecific	|	
6520461	|	320949	|	Paroaria gularis gularis	|	species	|	additions-6520447-6520466:6520461	|		|		|	
396694	|	80420	|	Paroaria capitata	|	species	|	ncbi:460210,gbif:2492087,irmng:11164620	|		|		|	
357594	|	5852568	|	Chlorornis	|	genus	|	ncbi:62168,gbif:5230634,irmng:1416040	|		|		|	
937492	|	357594	|	Chlorornis riefferii	|	species	|	ncbi:62169,gbif:5230635,irmng:11406463	|		|		|	
244598	|	5852568	|	Calochaetes	|	genus	|	ncbi:62160,gbif:2488912,irmng:1101942	|		|		|	
244599	|	244598	|	Calochaetes coccineus	|	species	|	ncbi:62161,gbif:2488913,irmng:11435398	|		|		|	
320947	|	5852568	|	Stephanophorus	|	genus	|	ncbi:548514,irmng:1330735	|	Stephanophorus (genus in Deuterostomia)	|		|	
320946	|	320947	|	Stephanophorus diadematus	|	species	|	ncbi:548515,irmng:10220369	|		|		|	
244596	|	5852568	|	Chlorochrysa	|	genus	|	ncbi:62162,gbif:2488272,irmng:1369634	|		|		|	
895350	|	244596	|	Chlorochrysa nitidissima	|	species	|	ncbi:548506,gbif:5230597,irmng:10596635	|		|		|	
9377	|	244596	|	Chlorochrysa phoenicotis	|	species	|	ncbi:256421,gbif:5230596,irmng:11304899	|		|		|	
244597	|	244596	|	Chlorochrysa calliparaea	|	species	|	ncbi:62163,gbif:5230598,irmng:10939356	|		|		|	
6154279	|	244596	|	Chlorochrysa fulgentissima	|	species	|	gbif:8058662	|		|		|	
365557	|	5852568	|	Neothraupis	|	genus	|	ncbi:62224,gbif:2488549,irmng:1060224	|		|		|	
365559	|	365557	|	Neothraupis fasciata	|	species	|	ncbi:62226,gbif:2488550,irmng:10210995	|		|		|	
474150	|	5852568	|	Lophospingus	|	genus	|	ncbi:357705,gbif:2491724,irmng:1195423	|		|		|	
320950	|	474150	|	Lophospingus griseocristatus	|	species	|	ncbi:548511,gbif:2491725,irmng:10921243	|		|		|	
474151	|	474150	|	Lophospingus pusillus	|	species	|	ncbi:357706,gbif:2491726,irmng:11325157	|		|		|	
693661	|	5852568	|	Dubusia	|	genus	|	ncbi:62194,gbif:2488324,irmng:1316931	|		|		|	
665190	|	693661	|	Dubusia taeniata	|	species	|	ncbi:62195,gbif:2488325,irmng:11267056	|		|		|	
6154283	|	693661	|	Dubusia castaneoventris	|	species	|	gbif:7467332	|		|		|	
767672	|	5852568	|	Anisognathus	|	genus	|	ncbi:62156,gbif:2488031,irmng:1308687	|		|		|	
593412	|	767672	|	Anisognathus lacrymosus	|	species	|	ncbi:548492,gbif:5230558,irmng:10854550	|		|		|	
593413	|	767672	|	Anisognathus igniventris	|	species	|	ncbi:548493,gbif:5230541,irmng:10213792	|		|		|	
593415	|	767672	|	Anisognathus melanogenys	|	species	|	ncbi:548491,gbif:5230546,irmng:11419378	|		|		|	
593416	|	767672	|	Anisognathus notabilis	|	species	|	ncbi:548496,gbif:5230540,irmng:10975316	|		|		|	
593418	|	767672	|	Anisognathus somptuosus	|	species	|	ncbi:548494,gbif:5230547,irmng:11343649	|		|		|	
767671	|	767672	|	Anisognathus flavinuchus	|	species	|	ncbi:62157	|		|		|	
767690	|	5852568	|	Buthraupis	|	genus	|	ncbi:62158,gbif:2488296,irmng:1009200	|		|		|	
895346	|	767690	|	Buthraupis eximia	|	species	|	ncbi:548503,gbif:2488298,irmng:10212373	|		|		|	
895347	|	767690	|	Buthraupis aureodorsalis	|	species	|	ncbi:548504,gbif:2488310,irmng:10212372	|		|		|	
895349	|	767690	|	Buthraupis wetmorei	|	species	|	ncbi:548505,gbif:2488297,irmng:11125322	|		|		|	
767689	|	767690	|	Buthraupis montana	|	species	|	ncbi:62159,gbif:2488303,irmng:10597770	|		|		|	
7662410	|	767690	|	Buthraupis chloronota	|	species	|	gbif:8921402	|		|		|	
817631	|	5852568	|	Thraupis	|	genus	|	ncbi:58208,gbif:2488600,irmng:1296985	|		|		|	
433922	|	817631	|	Thraupis cyanocephala	|	species	|	ncbi:175016,gbif:2488634,irmng:10591505	|		|		|	
320952	|	817631	|	Thraupis ornata	|	species	|	ncbi:548519,gbif:2488601,irmng:11253813	|		|		|	
320953	|	817631	|	Thraupis cyanoptera	|	species	|	ncbi:548518,gbif:2488626,irmng:10770098	|		|		|	
3597357	|	817631	|	Thraupis glaucocolpa	|	species	|	gbif:2488633,irmng:11429589	|		|		|	
817640	|	5852568	|	Tangara	|	genus	|	ncbi:58206,gbif:2488096,irmng:1419520	|		|		|	
69807	|	817640	|	Tangara gyrola	|	species	|	ncbi:62087,gbif:2488114,irmng:10220370	|		|		|	
430009	|	817640	|	Tangara ruficervix	|	species	|	ncbi:256456,gbif:2488196,irmng:10923551	|		|		|	
430011	|	817640	|	Tangara rufigula	|	species	|	ncbi:256457,gbif:2488154,irmng:10221324	|		|		|	
430013	|	817640	|	Tangara meyerdeschauenseei	|	species	|	ncbi:256450,gbif:2488156,irmng:11351860	|		|		|	
430015	|	817640	|	Tangara nigrocincta	|	species	|	ncbi:256451,gbif:2488137,irmng:10220378	|		|		|	
430019	|	817640	|	Tangara palmeri	|	species	|	ncbi:256453,gbif:2488241,irmng:10221319	|		|		|	
3597361	|	817640	|	Tangara rufigenis	|	species	|	ncbi:1226216,gbif:2488168,irmng:10221323	|		|		|	
885163	|	817640	|	Tangara seledon	|	species	|	ncbi:221979,gbif:2488104,irmng:11163554	|		|		|	
516965	|	817640	|	Tangara palmarum	|	species	|	ncbi:504331,gbif:9764995,gbif:2488628,irmng:10221357	|		|		|	
238925	|	817640	|	Tangara cayana	|	species	|	ncbi:198468,gbif:2488246,irmng:11273371	|		|		|	
3597359	|	817640	|	Tangara phillipsi	|	species	|	ncbi:1226215,gbif:2488124,irmng:10221321	|		|		|	
1006810	|	817640	|	Tangara viridicollis	|	species	|	ncbi:256462,gbif:2488138,irmng:11268171	|		|		|	
1006812	|	817640	|	Tangara xanthogastra	|	species	|	ncbi:256465,gbif:2488214,irmng:10592316	|		|		|	
1006814	|	817640	|	Tangara xanthocephala	|	species	|	ncbi:256464,gbif:2488242,irmng:11111743	|		|		|	
1033355	|	817640	|	Tangara cucullata	|	species	|	ncbi:158457,gbif:2488150,irmng:11233434	|		|		|	
582133	|	817640	|	Tangara desmaresti	|	species	|	ncbi:256438,gbif:2488136,irmng:10216663	|		|		|	
582134	|	817640	|	Tangara dowii	|	species	|	ncbi:256439,gbif:2488105,irmng:10862348	|		|		|	
582135	|	817640	|	Tangara cyanocephala	|	species	|	ncbi:256436,gbif:2488097,irmng:11204722	|		|		|	
582137	|	817640	|	Tangara cyanicollis	|	species	|	ncbi:256434,gbif:2488125,irmng:11218281	|		|		|	
582138	|	817640	|	Tangara cyanoptera	|	species	|	ncbi:256435,gbif:2488232,irmng:10221024	|		|		|	
582139	|	817640	|	Tangara callophrys	|	species	|	ncbi:256432,gbif:2488113,irmng:10764604	|		|		|	
582140	|	817640	|	Tangara chrysotis	|	species	|	ncbi:256433,gbif:2488163,irmng:10597256	|		|		|	
582141	|	817640	|	Tangara argyrofenges	|	species	|	ncbi:256430,gbif:2488210,irmng:11257960	|		|		|	
582142	|	817640	|	Tangara arthus	|	species	|	ncbi:256431,gbif:2488179,irmng:10221023	|		|		|	
956051	|	817640	|	Tangara larvata	|	species	|	ncbi:256448,gbif:2488235,irmng:11039924	|		|		|	
956053	|	817640	|	Tangara guttata	|	species	|	ncbi:256443,gbif:2488142,irmng:11088239	|		|		|	
956054	|	817640	|	Tangara fucosa	|	species	|	ncbi:256442,gbif:2488162,irmng:10718531	|		|		|	
956055	|	817640	|	Tangara fastuosa	|	species	|	ncbi:256441,gbif:2488213,irmng:10592589	|		|		|	
956056	|	817640	|	Tangara florida	|	species	|	ncbi:256440,gbif:2488189,irmng:11267751	|		|		|	
956057	|	817640	|	Tangara labradorides	|	species	|	ncbi:256447,gbif:2488101,irmng:10770332	|		|		|	
956058	|	817640	|	Tangara johannae	|	species	|	ncbi:256446,gbif:2488153,irmng:10220375	|		|		|	
956059	|	817640	|	Tangara heinei	|	species	|	ncbi:256444,gbif:2488254,irmng:10220371	|		|		|	
756097	|	817640	|	Tangara pulcherrima	|	species	|	ncbi:227877,irmng:10213334	|		|		|	
320944	|	817640	|	Tangara preciosa	|	species	|	ncbi:548517,gbif:2488255,irmng:10765404	|		|		|	
320945	|	817640	|	Tangara cyanoventris	|	species	|	ncbi:548516,gbif:2488155,irmng:10221026	|		|		|	
536138	|	817640	|	Tangara mexicana	|	species	|	ncbi:194947,gbif:2488169,irmng:10220377	|		|		|	
79257	|	536138	|	Tangara mexicana mexicana	|	subspecies	|	ncbi:241773	|		|	infraspecific	|	
1006804	|	817640	|	Tangara velia	|	species	|	ncbi:256461,gbif:2488157,irmng:11011671	|		|		|	
1006806	|	817640	|	Tangara vassorii	|	species	|	ncbi:256460,gbif:2488175,irmng:10221326	|		|		|	
1006808	|	817640	|	Tangara vitriolina	|	species	|	ncbi:256463,gbif:2488112,irmng:11365736	|		|		|	
559738	|	817640	|	Tangara chilensis	|	species	|	ncbi:200162,gbif:2488217,irmng:10943339	|		|		|	
946076	|	817640	|	Tangara sayaca	|	species	|	ncbi:1978921,gbif:2488622,irmng:10593961	|		|		|	
680948	|	817640	|	Tangara abbas	|	species	|	ncbi:357863,gbif:2488627,irmng:10223472	|		|		|	
430001	|	817640	|	Tangara schrankii	|	species	|	ncbi:256458,gbif:2488133,irmng:10974512	|		|		|	
430003	|	817640	|	Tangara varia	|	species	|	ncbi:256459,gbif:2488240,irmng:10221325	|		|		|	
430005	|	817640	|	Tangara parzudakii	|	species	|	ncbi:256454,gbif:2488192,irmng:11003148	|		|		|	
430007	|	817640	|	Tangara punctata	|	species	|	ncbi:256455,gbif:2488226,irmng:11214002	|		|		|	
430017	|	817640	|	Tangara nigroviridis	|	species	|	ncbi:256452,gbif:2488106,irmng:11167820	|		|		|	
582136	|	817640	|	Tangara cyanotis	|	species	|	ncbi:256437,gbif:2488203,irmng:10221025	|		|		|	
817632	|	817640	|	Tangara episcopus	|	species	|	ncbi:58209,gbif:2488602,irmng:10223473	|		|		|	
817641	|	817640	|	Tangara inornata	|	species	|	ncbi:58207,gbif:2488164,irmng:10220374	|		|		|	
946071	|	817640	|	Tangara icterocephala	|	species	|	ncbi:548524,gbif:2488222,irmng:11355325	|		|		|	
940480	|	946071	|	Tangara icterocephala icterocephala	|	subspecies	|	ncbi:722600	|		|	infraspecific	|	
956050	|	817640	|	Tangara lavinia	|	species	|	ncbi:256449,gbif:2488206,irmng:10220376	|		|		|	
7662428	|	817640	|	Tangara cyaneicollis	|	species	|	gbif:8809712	|		|		|	
7662427	|	817640	|	Tangara aurulenta	|	species	|	gbif:8850720	|		|		|	
3597360	|	817640	|	Tangara cabanisi	|	species	|	gbif:2488141,irmng:11011404	|		|		|	
3597358	|	817640	|	Tangara peruviana	|	species	|	gbif:2488149,irmng:11233707	|		|		|	
817642	|	5852568	|	Saltator	|	genus	|	ncbi:58204,gbif:5428759,irmng:1020128	|		|		|	
283670	|	817642	|	Saltator coerulescens	|	species	|	ncbi:84783,gbif:9819034,irmng:10460889	|		|		|	
99179	|	283670	|	Saltator coerulescens coerulescens	|	subspecies	|	ncbi:722591	|		|	infraspecific	|	
99180	|	283670	|	Saltator coerulescens mutus	|	subspecies	|	ncbi:722592	|		|	infraspecific	|	
885165	|	817642	|	Saltator atricollis	|	species	|	ncbi:221978,gbif:5230939,irmng:10941002	|		|		|	
3597155	|	817642	|	Saltator cinctus	|	species	|	ncbi:1226200,gbif:5230940,irmng:10861057	|		|		|	
396683	|	817642	|	Saltator maximus	|	species	|	ncbi:460219,gbif:5230942,irmng:10216131	|		|		|	
585782	|	396683	|	Saltator maximus intermedius	|	subspecies	|	ncbi:722593	|		|	infraspecific	|	
