taxonomic_order,species,PRIMARY_COM_NAME,genus,family,add.to,do.not.break,notes,needs.statement
28615,Cyornis_hainanus,Hainan Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28618,Cyornis_pallidipes,White-bellied Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28619,Cyornis_poliogenys,Pale-chinned Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28624,Cyornis_unicolor,Pale Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28628,Cyornis_rubeculoides,Blue-throated Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28633,Cyornis_glaucicomans,Chinese Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28635,Cyornis_magnirostris,Large Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28636,Cyornis_whitei,Hill Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28642,Cyornis_banyumas,Javan Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28645,Cyornis_montanus,Dayak Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),"Cyornis_whitei, Cyornis_banyumas, Cyornis_montanus, Cyornis_kadayangensis",,Recently split from Hill Blue Flycatcher (Cyornis whitei) of continental Southeast Asia and Javan Blue Flycatcher,
28646,Cyornis_kadayangensis,Meratus Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),"Cyornis_whitei, Cyornis_banyumas, Cyornis_montanus, Cyornis_kadayangensis",,"Shakya et al. (6) reported that ND2 sequences of Cyornis kadayangensis are on average 3.27% divergent from the north Borneo endemic, Dayak Blue Flycatcher (Cyornis montanus). The ND2 maximum likelihood tree constructed by Irham et al. (3) indicated that the Javan endemic Javan Blue Flycatcher (Cyornis banyumas) is sister to the clade that comprises Cyornis montanus, Cyornis kadayangensis, Pale-chinned Flycatcher (Cyornis poliogenys), and Fulvous-chested Jungle Flycatcher (Cyornis olivaceus). Average distance between Cyornis kadayangensis and Cyornis banyumas is 6.5% (3).",
28647,Cyornis_caerulatus,Sunda Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28651,Cyornis_turcosus,Malaysian Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28652,Cyornis_lemprieri,Palawan Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28653,Cyornis_superbus,Bornean Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28654,Cyornis_tickelliae,Tickell's Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28659,Cyornis_sumatrensis,Indochinese Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),"Cyornis_tickelliae, Cyornis_sumatrensis",,Hitherto treated as conspecific with C. tickelliae,
28663,Cyornis_rufigastra,Mangrove Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28674,Cyornis_omissus,Sulawesi Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28680,Cyornis_kalaoensis,Kalao Blue Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),"Cyornis_rufigastra, Cyornis_omissus, Cyornis_kalaoensis",,Acoustic analysis supports a close relationship with Sulawesi Blue Flycatcher (Cyornis omissus) and Mangrove Blue Flycatcher (Cyornis rufigastra) (2).,
28681,Cyornis_brunneatus,Brown-chested Jungle Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),"Cyornis_brunneatus, Cyornis_nicobaricus, Cyornis_umbratilis, Cyornis_olivaceus, Cyornis_ruficauda, Cyornis_pelingensis, Cyornis_colonus; Cyornis_brunneatus, Cyornis_nicobaricus",,"Until recently considered conspecific with C. nicobaricus. ETM: believe I haven't tried a taxonomic statement like this before. Trying to pass it a broad species group followed by a more narrow species group. The first one is all Cyornis ""jungle-flycatchers""",
28682,Cyornis_nicobaricus,Nicobar Jungle Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),"Cyornis_brunneatus, Cyornis_nicobaricus, Cyornis_umbratilis, Cyornis_olivaceus, Cyornis_ruficauda, Cyornis_pelingensis, Cyornis_colonus; Cyornis_brunneatus, Cyornis_nicobaricus",,"Until recently considered conspecific with C. nicobaricus. ETM: believe I haven't tried a taxonomic statement like this before. Trying to pass it a broad species group followed by a more narrow species group. The first one is all Cyornis ""jungle-flycatchers""",
28683,Cyornis_umbratilis,Gray-chested Jungle Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28684,Cyornis_olivaceus,Fulvous-chested Jungle Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28687,Cyornis_ruficauda,Chestnut-tailed Jungle Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28697,Cyornis_pelingensis,Banggai Jungle Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28698,Cyornis_colonus,Sula Jungle Flycatcher,Cyornis,Muscicapidae (Old World Flycatchers),,,,
28700,Cossyphicula_roberti,White-bellied Robin-Chat,Cossyphicula,Muscicapidae (Old World Flycatchers),,,,
28703,Cossypha_isabellae,Mountain Robin-Chat,Cossypha,Muscicapidae (Old World Flycatchers),,,,
28706,Cossypha_archeri,Archer's Robin-Chat,Cossypha,Muscicapidae (Old World Flycatchers),,,,
28709,Cossypha_anomala,Olive-flanked Robin-Chat,Cossypha,Muscicapidae (Old World Flycatchers),,,,
28716,Cossypha_caffra,Cape Robin-Chat,Cossypha,Muscicapidae (Old World Flycatchers),,,,
28721,Cossypha_humeralis,White-throated Robin-Chat,Cossypha,Muscicapidae (Old World Flycatchers),,,,
28722,Cossypha_cyanocampter,Blue-shouldered Robin-Chat,Cossypha,Muscicapidae (Old World Flycatchers),,,,
28725,Cossypha_semirufa,Rüppell's Robin-Chat,Cossypha,Muscicapidae (Old World Flycatchers),,,,
28729,Cossypha_heuglini,White-browed Robin-Chat,Cossypha,Muscicapidae (Old World Flycatchers),,,,
28733,Cossypha_natalensis,Red-capped Robin-Chat,Cossypha,Muscicapidae (Old World Flycatchers),,,,
28737,Cossypha_dichroa,Chorister Robin-Chat,Cossypha,Muscicapidae (Old World Flycatchers),,,,
28740,Cossypha_heinrichi,White-headed Robin-Chat,Cossypha,Muscicapidae (Old World Flycatchers),"Cossypha_semirufa, Cossypha_heuglini, Cossypha_natalensis, Cossypha_dichroa, Cossypha_heinrichi, Cossypha_niveicapilla, Cossypha_albicapillus",,"ETM: Cossypha is paraphyletic, this addition statement will link it with the main clade of Cossypha it looks most like",
28741,Cossypha_niveicapilla,Snowy-crowned Robin-Chat,Cossypha,Muscicapidae (Old World Flycatchers),,,,
28744,Cossypha_albicapillus,White-crowned Robin-Chat,Cossypha,Muscicapidae (Old World Flycatchers),,,,
28749,Xenocopsychus_ansorgei,Angola Cave-Chat,Xenocopsychus,Muscicapidae (Old World Flycatchers),,,,
28750,Cichladusa_arquata,Collared Palm-Thrush,Cichladusa,Muscicapidae (Old World Flycatchers),,,,
28751,Cichladusa_ruficauda,Rufous-tailed Palm-Thrush,Cichladusa,Muscicapidae (Old World Flycatchers),"Cichladusa_arquata, Cichladusa_ruficauda",,ETM guess based on morphology,
28752,Cichladusa_guttata,Spotted Morning-Thrush,Cichladusa,Muscicapidae (Old World Flycatchers),,,,
28756,Erithacus_rubecula,European Robin,Erithacus,Muscicapidae (Old World Flycatchers),,,,
28766,Pogonocichla_stellata,White-starred Robin,Pogonocichla,Muscicapidae (Old World Flycatchers),,,,
28777,Swynnertonia_swynnertoni,Swynnerton's Robin,Swynnertonia,Muscicapidae (Old World Flycatchers),,,,
28780,Chamaetylas_poliocephala,Brown-chested Alethe,Chamaetylas,Muscicapidae (Old World Flycatchers),,,,
28792,Chamaetylas_poliophrys,Red-throated Alethe,Chamaetylas,Muscicapidae (Old World Flycatchers),,,,
28795,Chamaetylas_choloensis,Cholo Alethe,Chamaetylas,Muscicapidae (Old World Flycatchers),,,,
28798,Chamaetylas_fuelleborni,White-chested Alethe,Chamaetylas,Muscicapidae (Old World Flycatchers),,,,
28799,Stiphrornis_pyrrholaemus,Olive-backed Forest Robin,Stiphrornis,Muscicapidae (Old World Flycatchers),Stiphrornis,,,
28800,Stiphrornis_erythrothorax,Orange-breasted Forest Robin,Stiphrornis,Muscicapidae (Old World Flycatchers),,,,
28804,Stiphrornis_mabirae,Yellow-breasted Forest Robin,Stiphrornis,Muscicapidae (Old World Flycatchers),Stiphrornis,,,
28808,Sheppardia_polioptera,Gray-winged Robin-Chat,Sheppardia,Muscicapidae (Old World Flycatchers),,,,
28813,Sheppardia_poensis,Short-tailed Akalat,Sheppardia,Muscicapidae (Old World Flycatchers),"Sheppardia_poensis, Sheppardia_bocagei",,"Often considered conspecific with Bocage's Akalat (Sheppardia bocagei), but split on the basis of differences in voice, plumage, and morphometrics",
28820,Sheppardia_bocagei,Bocage's Akalat,Sheppardia,Muscicapidae (Old World Flycatchers),,,,
28824,Sheppardia_cyornithopsis,Lowland Akalat,Sheppardia,Muscicapidae (Old World Flycatchers),,,,
28828,Sheppardia_aequatorialis,Equatorial Akalat,Sheppardia,Muscicapidae (Old World Flycatchers),,,,
28831,Sheppardia_sharpei,Sharpe's Akalat,Sheppardia,Muscicapidae (Old World Flycatchers),,,,
28834,Sheppardia_gunningi,East Coast Akalat,Sheppardia,Muscicapidae (Old World Flycatchers),,,,
28839,Sheppardia_gabela,Gabela Akalat,Sheppardia,Muscicapidae (Old World Flycatchers),,,,
28840,Sheppardia_montana,Usambara Akalat,Sheppardia,Muscicapidae (Old World Flycatchers),,,,
28841,Sheppardia_lowei,Iringa Akalat,Sheppardia,Muscicapidae (Old World Flycatchers),,,,
28842,Sheppardia_aurantiithorax,Rubeho Akalat,Sheppardia,Muscicapidae (Old World Flycatchers),,,,
28843,Leonardina_woodi,Bagobo Robin,Leonardina,Muscicapidae (Old World Flycatchers),,,,
28844,Vauriella_gularis,Eyebrowed Jungle Flycatcher,Vauriella,Muscicapidae (Old World Flycatchers),,,,
28845,Vauriella_insignis,Rusty-flanked Jungle Flycatcher,Vauriella,Muscicapidae (Old World Flycatchers),,,,
28846,Vauriella_albigularis,Negros Jungle Flycatcher,Vauriella,Muscicapidae (Old World Flycatchers),"Leonardina_woodi, Vauriella_gularis, Vauriella_insignis, Vauriella_albigularis",,"This entire genus once all conspecific. ETM: but actually they show up in three separate places! gularis and insignis are close to one another, but goodfellowi in a very different place. Just associate this with goodfellowi, the one it looks the most like. ETM update: a new generic name is warranted for V. goodfellowi, as well as phylogenetic analysis of the unsampled V. albigularis, which is provisionally assumed to be closely related to the two other current Vauriella species (see Clade D, below).",
28847,Vauriella_goodfellowi,Mindanao Jungle Flycatcher,Vauriella,Muscicapidae (Old World Flycatchers),,,,
28848,Heinrichia_calligyna,Great Shortwing,Heinrichia,Muscicapidae (Old World Flycatchers),,,,
28853,Brachypteryx_hyperythra,Rusty-bellied Shortwing,Brachypteryx,Muscicapidae (Old World Flycatchers),,,,
28854,Brachypteryx_leucophris,Lesser Shortwing,Brachypteryx,Muscicapidae (Old World Flycatchers),,,,
28860,Brachypteryx_cruralis,Himalayan Shortwing,Brachypteryx,Muscicapidae (Old World Flycatchers),,,,
28861,Brachypteryx_sinensis,Chinese Shortwing,Brachypteryx,Muscicapidae (Old World Flycatchers),,,,
28863,Brachypteryx_goodfellowi,Taiwan Shortwing,Brachypteryx,Muscicapidae (Old World Flycatchers),,,,
28864,Brachypteryx_poliogyna,Philippine Shortwing,Brachypteryx,Muscicapidae (Old World Flycatchers),"Brachypteryx_poliogyna, Brachypteryx_erythrogyna, Brachypteryx_saturata, Brachypteryx_montana, Brachypteryx_floris",,"Philippine Shortwing appears to be sister to a clade that includes both Bornean Shortwing (Brachypteryx erythrogyna) and Lesser Shortwing (Brachypteryx leucophris), based on phylogenetic analyses using mitochondrial DNA sequence data. Together, this clade of three species appears to be sister to Javan Shortwing (Brachypteryx montana) (1, 2). ETM: I could write more specific addition statements",
28872,Brachypteryx_erythrogyna,Bornean Shortwing,Brachypteryx,Muscicapidae (Old World Flycatchers),"Brachypteryx_poliogyna, Brachypteryx_erythrogyna, Brachypteryx_saturata, Brachypteryx_montana, Brachypteryx_floris",,"Philippine Shortwing appears to be sister to a clade that includes both Bornean Shortwing (Brachypteryx erythrogyna) and Lesser Shortwing (Brachypteryx leucophris), based on phylogenetic analyses using mitochondrial DNA sequence data. Together, this clade of three species appears to be sister to Javan Shortwing (Brachypteryx montana) (1, 2). ETM: I could write more specific addition statements",
28873,Brachypteryx_saturata,Sumatran Shortwing,Brachypteryx,Muscicapidae (Old World Flycatchers),"Brachypteryx_poliogyna, Brachypteryx_erythrogyna, Brachypteryx_saturata, Brachypteryx_montana, Brachypteryx_floris",,"Philippine Shortwing appears to be sister to a clade that includes both Bornean Shortwing (Brachypteryx erythrogyna) and Lesser Shortwing (Brachypteryx leucophris), based on phylogenetic analyses using mitochondrial DNA sequence data. Together, this clade of three species appears to be sister to Javan Shortwing (Brachypteryx montana) (1, 2). ETM: I could write more specific addition statements",
28874,Brachypteryx_montana,Javan Shortwing,Brachypteryx,Muscicapidae (Old World Flycatchers),,,,
28875,Brachypteryx_floris,Flores Shortwing,Brachypteryx,Muscicapidae (Old World Flycatchers),"Brachypteryx_poliogyna, Brachypteryx_erythrogyna, Brachypteryx_saturata, Brachypteryx_montana, Brachypteryx_floris",,"Flores Shortwing was long considered part of the Brachypteryx montana complex, along with Javan Shortwing (Brachypteryx montana), Sumatran Shortwing (Brachypteryx saturata), Bornean Shortwing (Brachypteryx erythrogyna), Philippine Shortwing (Brachypteryx poliogyna), but this complex has been broken apart into 5 separate species due to strong differences in plumage and vocalizations, as well as some evidence from mitochondrial DNA sequence data suggesting deep genetic divergence ",
28878,Heteroxenicus_stellatus,Gould's Shortwing,Heteroxenicus,Muscicapidae (Old World Flycatchers),,,,
28881,Larvivora_sibilans,Rufous-tailed Robin,Larvivora,Muscicapidae (Old World Flycatchers),,,,
28882,Larvivora_ruficeps,Rufous-headed Robin,Larvivora,Muscicapidae (Old World Flycatchers),,,,
28883,Larvivora_akahige,Japanese Robin,Larvivora,Muscicapidae (Old World Flycatchers),"Larvivora; Larvivora_akahige, Larvivora_tanensis, Larvivora_komadori, Larvivora_namiyei",,"Most closely related to Izu Robin (Larvivora tanensis) (18); together, these two species are sister to, and form a superspecies with, Ryukyu Robin (Larvivora komadori) and Okinawa Robin (Larvivora namiyei) (13, 18), the four forming a monophyletic clade with several other former members of the genus Luscinia: Rufous-tailed Robin (Larvivora sibilans), Rufous-headed Robin (Larvivora ruficeps), Indian Blue Robin (Larvivora brunnea), and Siberian Blue Robin (Larvivora cyane) (13, 14).",
28884,Larvivora_tanensis,Izu Robin,Larvivora,Muscicapidae (Old World Flycatchers),"Larvivora; Larvivora_akahige, Larvivora_tanensis, Larvivora_komadori, Larvivora_namiyei",,,
28886,Larvivora_komadori,Ryukyu Robin,Larvivora,Muscicapidae (Old World Flycatchers),"Larvivora; Larvivora_akahige, Larvivora_tanensis, Larvivora_komadori, Larvivora_namiyei",,,
28887,Larvivora_namiyei,Okinawa Robin,Larvivora,Muscicapidae (Old World Flycatchers),"Larvivora; Larvivora_akahige, Larvivora_tanensis, Larvivora_komadori, Larvivora_namiyei",,,
28889,Larvivora_brunnea,Indian Blue Robin,Larvivora,Muscicapidae (Old World Flycatchers),,,,
28892,Larvivora_cyane,Siberian Blue Robin,Larvivora,Muscicapidae (Old World Flycatchers),,,,
28895,Irania_gutturalis,White-throated Robin,Irania,Muscicapidae (Old World Flycatchers),,,,
28896,Luscinia_luscinia,Thrush Nightingale,Luscinia,Muscicapidae (Old World Flycatchers),,,,
28897,Luscinia_megarhynchos,Common Nightingale,Luscinia,Muscicapidae (Old World Flycatchers),,,,
28904,Luscinia_phaenicuroides,White-bellied Redstart,Luscinia,Muscicapidae (Old World Flycatchers),,,,
28907,Luscinia_svecica,Bluethroat,Luscinia,Muscicapidae (Old World Flycatchers),,,,
28922,Myophonus_blighi,Sri Lanka Whistling-Thrush,Myophonus,Muscicapidae (Old World Flycatchers),"Myophonus_blighi, Myophonus_melanurus",,MJI: obvious sisters,
28923,Myophonus_melanurus,Shiny Whistling-Thrush,Myophonus,Muscicapidae (Old World Flycatchers),,,,
28924,Myophonus_glaucinus,Javan Whistling-Thrush,Myophonus,Muscicapidae (Old World Flycatchers),,,,
28925,Myophonus_castaneus,Sumatran Whistling-Thrush,Myophonus,Muscicapidae (Old World Flycatchers),,,,
28926,Myophonus_borneensis,Bornean Whistling-Thrush,Myophonus,Muscicapidae (Old World Flycatchers),,,,
28927,Myophonus_robinsoni,Malayan Whistling-Thrush,Myophonus,Muscicapidae (Old World Flycatchers),"Myophonus_robinsoni, Myophonus_caeruleus",,MJI: obvious sisters,
28928,Myophonus_horsfieldii,Malabar Whistling-Thrush,Myophonus,Muscicapidae (Old World Flycatchers),"Myophonus_horsfieldii, Myophonus_insularis",,"Close to, and previously considered conspecific with, M. insularis",
28929,Myophonus_insularis,Taiwan Whistling-Thrush,Myophonus,Muscicapidae (Old World Flycatchers),,,,
28930,Myophonus_caeruleus,Blue Whistling-Thrush,Myophonus,Muscicapidae (Old World Flycatchers),,,,
28939,Enicurus_scouleri,Little Forktail,Enicurus,Muscicapidae (Old World Flycatchers),,,,
28942,Enicurus_leschenaulti,White-crowned Forktail,Enicurus,Muscicapidae (Old World Flycatchers),,,,
28950,Enicurus_borneensis,Bornean Forktail,Enicurus,Muscicapidae (Old World Flycatchers),"Enicurus_leschenaulti, Enicurus_borneensis",,"Relationships of Enicurus borneensis with respect to White-crowned Forktail (Enicurus leschenaulti), with which it was formerly considered conspecific, are not well resolved. The two taxa are indeed closely related, but Enicurus borneensis may be embedded within Enicurus leschenaulti, though relationships are not well-supported, and three clades are generally recovered in the group: one representing Enicurus borneensis, one representing Javan populations of Enicurus leschenaulti, and one comprised of lowland Sundaic populations (5, 4).",
28952,Enicurus_maculatus,Spotted Forktail,Enicurus,Muscicapidae (Old World Flycatchers),,,,
28957,Enicurus_velatus,Sunda Forktail,Enicurus,Muscicapidae (Old World Flycatchers),,,,
28960,Enicurus_ruficapillus,Chestnut-naped Forktail,Enicurus,Muscicapidae (Old World Flycatchers),,,,
28961,Enicurus_immaculatus,Black-backed Forktail,Enicurus,Muscicapidae (Old World Flycatchers),,,,
28962,Enicurus_schistaceus,Slaty-backed Forktail,Enicurus,Muscicapidae (Old World Flycatchers),,,,
28964,Calliope_pectardens,Firethroat,Calliope,Muscicapidae (Old World Flycatchers),,,,
28965,Calliope_obscura,Blackthroat,Calliope,Muscicapidae (Old World Flycatchers),,,,
28966,Calliope_calliope,Siberian Rubythroat,Calliope,Muscicapidae (Old World Flycatchers),,,,
28967,Calliope_pectoralis,Himalayan Rubythroat,Calliope,Muscicapidae (Old World Flycatchers),,,,
28971,Calliope_tschebaiewi,Chinese Rubythroat,Calliope,Muscicapidae (Old World Flycatchers),,,,
28973,Myiomela_leucura,White-tailed Robin,Myiomela,Muscicapidae (Old World Flycatchers),,,,
28978,Myiomela_diana,Sunda Robin,Myiomela,Muscicapidae (Old World Flycatchers),,,,
28981,Cinclidium_frontale,Blue-fronted Robin,Cinclidium,Muscicapidae (Old World Flycatchers),,,,
28984,Tarsiger_cyanurus,Red-flanked Bluetail,Tarsiger,Muscicapidae (Old World Flycatchers),,,,
28987,Tarsiger_rufilatus,Himalayan Bluetail,Tarsiger,Muscicapidae (Old World Flycatchers),,,,
28989,Tarsiger_hyperythrus,Rufous-breasted Bush-Robin,Tarsiger,Muscicapidae (Old World Flycatchers),,,,
28990,Tarsiger_indicus,White-browed Bush-Robin,Tarsiger,Muscicapidae (Old World Flycatchers),,,,
28995,Tarsiger_chrysaeus,Golden Bush-Robin,Tarsiger,Muscicapidae (Old World Flycatchers),,,,
28998,Tarsiger_johnstoniae,Collared Bush-Robin,Tarsiger,Muscicapidae (Old World Flycatchers),,,,
29001,Ficedula_zanthopygia,Yellow-rumped Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29002,Ficedula_elisae,Green-backed Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29003,Ficedula_narcissina,Narcissus Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29004,Ficedula_owstoni,Ryukyu Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29007,Ficedula_mugimaki,Mugimaki Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29008,Ficedula_erithacus,Slaty-backed Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),Ficedula,,,
29009,Ficedula_nigrorufa,Black-and-orange Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29010,Ficedula_tricolor,Slaty-blue Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29015,Ficedula_hyperythra,Snowy-browed Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29030,Ficedula_hodgsoni,Pygmy Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29033,Ficedula_strophiata,Rufous-gorgeted Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29036,Ficedula_sapphira,Sapphire Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29040,Ficedula_westermanni,Little Pied Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29049,Ficedula_superciliaris,Ultramarine Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29052,Ficedula_ruficauda,Rusty-tailed Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29053,Ficedula_albicilla,Taiga Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29054,Ficedula_subrubra,Kashmir Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29055,Ficedula_parva,Red-breasted Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29057,Ficedula_semitorquata,Semicollared Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29058,Ficedula_hypoleuca,European Pied Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29063,Ficedula_speculigera,Atlas Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29065,Ficedula_albicollis,Collared Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29070,Ficedula_riedeli,Tanimbar Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29071,Ficedula_dumetoria,Rufous-chested Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29074,Ficedula_platenae,Palawan Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29075,Ficedula_disposita,Furtive Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29076,Ficedula_rufigula,Rufous-throated Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29077,Ficedula_henrici,Damar Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),Ficedula,,,
29078,Ficedula_buruensis,Cinnamon-chested Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29082,Ficedula_bonthaina,Lompobattang Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29083,Ficedula_harterti,Sumba Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29084,Ficedula_timorensis,Black-banded Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29085,Ficedula_basilanica,Little Slaty Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29088,Ficedula_crypta,Cryptic Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29089,Ficedula_luzoniensis,Bundok Flycatcher,Ficedula,Muscicapidae (Old World Flycatchers),,,,
29099,Phoenicurus_frontalis,Blue-fronted Redstart,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,
29100,Phoenicurus_fuliginosus,Plumbeous Redstart,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,
29103,Phoenicurus_bicolor,Luzon Redstart,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,
29104,Phoenicurus_erythronotus,Rufous-backed Redstart,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,
29105,Phoenicurus_leucocephalus,White-capped Redstart,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,
29106,Phoenicurus_alaschanicus,Ala Shan Redstart,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,
29107,Phoenicurus_coeruleocephala,Blue-capped Redstart,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,
29108,Phoenicurus_moussieri,Moussier's Redstart,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,
29109,Phoenicurus_phoenicurus,Common Redstart,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,
29112,Phoenicurus_hodgsoni,Hodgson's Redstart,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,
29113,Phoenicurus_schisticeps,White-throated Redstart,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,
29114,Phoenicurus_erythrogastrus,White-winged Redstart,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,
29117,Phoenicurus_ochruros,Black Redstart,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,
29129,Phoenicurus_auroreus,Daurian Redstart,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,
29133,Monticola_rufocinereus,Little Rock-Thrush,Monticola,Muscicapidae (Old World Flycatchers),,,,
29136,Monticola_rufiventris,Chestnut-bellied Rock-Thrush,Monticola,Muscicapidae (Old World Flycatchers),,,,
29137,Monticola_gularis,White-throated Rock-Thrush,Monticola,Muscicapidae (Old World Flycatchers),,,,
29138,Monticola_cinclorhyncha,Blue-capped Rock-Thrush,Monticola,Muscicapidae (Old World Flycatchers),,,,
29139,Monticola_brevipes,Short-toed Rock-Thrush,Monticola,Muscicapidae (Old World Flycatchers),,,,
29142,Monticola_explorator,Sentinel Rock-Thrush,Monticola,Muscicapidae (Old World Flycatchers),,,,
29145,Monticola_imerina,Littoral Rock-Thrush,Monticola,Muscicapidae (Old World Flycatchers),,,,
29146,Monticola_erythronotus,Amber Mountain Rock-Thrush,Monticola,Muscicapidae (Old World Flycatchers),"Monticola_erythronotus, Monticola_sharpei",,"Often considered conspecific with Forest Rock-Thrush (Monticola sharpei), and recent molecular studies argue for this based on low genetic divergence (1, 2, 3); however, differs markedly in morphology, having breast rich orange-rufous vs dull blue-gray (i.e., transition in color is at lower throat; 3); rich blue-gray crown to nape sharply demarcated from dark chestnut-brown back to rump and scapulars vs duller (olive-tinged) blue-gray crown gently grading to dark gray-tinged olive-brownish back to rump (3); and larger size (effect size for both bill and wing in males 2.13; score 2); female mirrors male breast pattern by replacing long pale and dark streaks of Forest Rock-Thrush with rusty breastband and broad straw-colored streaks",
29147,Monticola_sharpei,Forest Rock-Thrush,Monticola,Muscicapidae (Old World Flycatchers),,,,
29150,Monticola_saxatilis,Rufous-tailed Rock-Thrush,Monticola,Muscicapidae (Old World Flycatchers),,,,
29151,Monticola_solitarius,Blue Rock-Thrush,Monticola,Muscicapidae (Old World Flycatchers),,,,
29159,Monticola_angolensis,Miombo Rock-Thrush,Monticola,Muscicapidae (Old World Flycatchers),,,,
29162,Monticola_rupestris,Cape Rock-Thrush,Monticola,Muscicapidae (Old World Flycatchers),,,,
29163,Monticola_semirufus,White-winged Cliff-Chat,Monticola,Muscicapidae (Old World Flycatchers),,,,
29165,Saxicola_rubetra,Whinchat,Saxicola,Muscicapidae (Old World Flycatchers),,,,
