TAXON_ORDER,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,ott_id,ott_name,ott_tax_sources,ott_match_type,H_M_name,H_M_match_type,Birdlife_name,Birdlife_match_type,IOC_name,IOC_match_type
14601,samfog1,avibase-62B3521F,Santa Marta Foliage-gleaner,Clibanornis rufipectus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),6152655,Clibanornis rufipectus,gbif:7604570,canonical_match,Clibanornis rufipectus,concepts_match,Clibanornis rufipectus,concepts_match,Clibanornis rufipectus,concepts_match
14602,unitre1,avibase-EDAF5273,Uniform Treehunter,Thripadectes ignobilis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),787773,Thripadectes ignobilis,"ncbi:644990,gbif:2485256,irmng:11384424",canonical_match,Thripadectes ignobilis,concepts_match,Thripadectes ignobilis,concepts_match,Thripadectes ignobilis,concepts_match
14603,flatre1,avibase-8550D28A,Flammulated Treehunter,Thripadectes flammulatus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),997979,Thripadectes flammulatus,"ncbi:183163,gbif:2485272,irmng:11316256",canonical_match,Thripadectes flammulatus,concepts_match,Thripadectes flammulatus,concepts_match,Thripadectes flammulatus,concepts_match
14606,rubtre1,avibase-290D1818,Rufous-backed Treehunter,Thripadectes scrutator,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),360800,Thripadectes scrutator,"ncbi:1094537,gbif:2485255,irmng:10957204",canonical_match,Thripadectes scrutator,concepts_match,Thripadectes scrutator,concepts_match,Thripadectes scrutator,concepts_match
14607,strtre1,avibase-719F19A5,Striped Treehunter,Thripadectes holostictus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),360804,Thripadectes holostictus,"ncbi:1094535,gbif:2485265,irmng:10221359",canonical_match,Thripadectes holostictus,concepts_match,Thripadectes holostictus,concepts_match,Thripadectes holostictus,concepts_match
14611,stctre1,avibase-20B65054,Streak-capped Treehunter,Thripadectes virgaticeps,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),607933,Thripadectes virgaticeps,"ncbi:1094538,gbif:2485257,irmng:10938317",canonical_match,Thripadectes virgaticeps,concepts_match,Thripadectes virgaticeps,concepts_match,Thripadectes virgaticeps,concepts_match
14618,stbtre1,avibase-127A8868,Streak-breasted Treehunter,Thripadectes rufobrunneus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),475731,Thripadectes rufobrunneus,"ncbi:463169,gbif:2485264,irmng:11439523",canonical_match,Thripadectes rufobrunneus,concepts_match,Thripadectes rufobrunneus,concepts_match,Thripadectes rufobrunneus,concepts_match
14619,blbtre1,avibase-2BB5C0FD,Black-billed Treehunter,Thripadectes melanorhynchus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),360802,Thripadectes melanorhynchus,"ncbi:1094536,gbif:2485269,irmng:10719364",canonical_match,Thripadectes melanorhynchus,concepts_match,Thripadectes melanorhynchus,concepts_match,Thripadectes melanorhynchus,concepts_match
14622,ccfgle2,avibase-BB4AD3F2,Chestnut-crowned Foliage-gleaner,Automolus rufipileatus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),432785,Automolus rufipileatus,"ncbi:265631,gbif:5230246,irmng:11091864",canonical_match,Automolus rufipileatus,concepts_match,Automolus rufipileatus,concepts_match,Automolus rufipileatus,concepts_match
14625,brfgle1,avibase-A1CCBC5B,Brown-rumped Foliage-gleaner,Automolus melanopezus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),684454,Automolus melanopezus,"ncbi:858299,gbif:5230235,irmng:10596659",canonical_match,Automolus melanopezus,concepts_match,Automolus melanopezus,concepts_match,Automolus melanopezus,concepts_match
14626,btfgle1,avibase-CC56B1E8,Buff-throated Foliage-gleaner,Automolus ochrolaemus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),189776,Automolus ochrolaemus,"ncbi:700768,gbif:5230249,irmng:10218492",canonical_match,Automolus ochrolaemus,child_of,Automolus ochrolaemus;Automolus cervinigularis,parent_of,Automolus ochrolaemus;Automolus cervinigularis,parent_of
14634,butfog4,avibase-3083EA83,Chiriqui Foliage-gleaner,Automolus exsertus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),6520284,Automolus exsertus,additions-6520264-6520323:6520284,new_taxon_amendment,Automolus ochrolaemus,child_of,Automolus exsertus,concepts_match,Automolus exsertus,concepts_match
14635,strwoo1,avibase-4F8D6D4C,Striped Woodhaunter,Automolus subulatus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),6152644,Automolus subulatus,gbif:8243431,canonical_match,Automolus subulatus,concepts_match,Automolus subulatus;Automolus virgatus,parent_of,Automolus subulatus;Automolus virgatus,parent_of
14644,obfgle3,avibase-70B85047,Olive-backed Foliage-gleaner,Automolus infuscatus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),608108,Automolus infuscatus,"ncbi:589939,gbif:5230257,irmng:10218491",canonical_match,Automolus infuscatus,concepts_match,Automolus infuscatus,concepts_match,Automolus infuscatus,concepts_match
14651,parfog1,avibase-B5A44D0A,Para Foliage-gleaner,Automolus paraensis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),23742,Automolus paraensis,"ncbi:1094243,gbif:5230236",canonical_match,Automolus paraensis,concepts_match,Automolus paraensis,concepts_match,Automolus paraensis,concepts_match
14652,perfog1,avibase-04790B6B,Pernambuco Foliage-gleaner,Automolus lammi,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),1096494,Automolus lammi,"ncbi:1094549,gbif:6086929",canonical_match,Automolus lammi,concepts_match,Automolus lammi,concepts_match,Automolus lammi,concepts_match
14653,wefgle1,avibase-BD05FA71,White-eyed Foliage-gleaner,Automolus leucophthalmus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),759407,Automolus leucophthalmus,"ncbi:190678,gbif:5230242,irmng:10981217",canonical_match,Automolus leucophthalmus,concepts_match,Automolus leucophthalmus,concepts_match,Automolus leucophthalmus,concepts_match
14658,spobar1,avibase-B023E378,Spotted Barbtail,Premnoplex brunnescens,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),443382,Premnoplex brunnescens,"ncbi:329506,gbif:2485279,irmng:11189587",canonical_match,Premnoplex brunnescens,concepts_match,Premnoplex brunnescens,concepts_match,Premnoplex brunnescens,concepts_match
14667,whtbar1,avibase-1A3D8BED,White-throated Barbtail,Premnoplex tatei,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),361542,Premnoplex tatei,"ncbi:904818,gbif:2485276,irmng:10217677",canonical_match,Premnoplex tatei,concepts_match,Premnoplex tatei;Premnoplex pariae,parent_of,Premnoplex tatei,concepts_match
14670,beatre1,avibase-5D9734CE,Beautiful Treerunner,Margarornis bellulus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),3212,Margarornis bellulus,"ncbi:904807,gbif:2485846,irmng:11441217",canonical_match,Margarornis bellulus,concepts_match,Margarornis bellulus,concepts_match,Margarornis bellulus,concepts_match
14671,rudtre1,avibase-8FF7B7BB,Ruddy Treerunner,Margarornis rubiginosus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),806155,Margarornis rubiginosus,"ncbi:265636,gbif:2485842,irmng:10211554",canonical_match,Margarornis rubiginosus,concepts_match,Margarornis rubiginosus,concepts_match,Margarornis rubiginosus,concepts_match
14674,fudtre1,avibase-3AED50B1,Fulvous-dotted Treerunner,Margarornis stellatus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),138173,Margarornis stellatus,"ncbi:1094450,gbif:2485845,irmng:10211555",canonical_match,Margarornis stellatus,concepts_match,Margarornis stellatus,concepts_match,Margarornis stellatus,concepts_match
14675,peatre1,avibase-CDBA9E0C,Pearled Treerunner,Margarornis squamiger,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),997975,Margarornis squamiger,"ncbi:183167,gbif:2485847,irmng:11423757",canonical_match,Margarornis squamiger,concepts_match,Margarornis squamiger,concepts_match,Margarornis squamiger,concepts_match
14679,thtray1,avibase-42F16BDC,Thorn-tailed Rayadito,Aphrastura spinicauda,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),44685,Aphrastura spinicauda,"ncbi:307076,gbif:2485042,irmng:10994739",canonical_match,Aphrastura spinicauda,concepts_match,Aphrastura spinicauda,concepts_match,Aphrastura spinicauda,concepts_match
14683,masray1,avibase-A11DC805,Masafuera Rayadito,Aphrastura masafuerae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),3598367,Aphrastura masafuerae,"ncbi:1246550,gbif:2485046,irmng:10594927",canonical_match,Aphrastura masafucrae,concepts_match,Aphrastura masafuerae,concepts_match,Aphrastura masafuerae,concepts_match
14684,demwir1,avibase-37179E49,Des Murs's Wiretail,Sylviorthorhynchus desmursii,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),407990,Sylviorthorhynchus desmursii,"ncbi:476438,gbif:2485861,irmng:11202555",canonical_match,Sylviorthorhynchus desmurii,concepts_match,Sylviorthorhynchus desmurii,concepts_match,Sylviorthorhynchus desmurii,concepts_match
14685,tatspi1,avibase-B3FCB52F,Tawny Tit-Spinetail,Sylviorthorhynchus yanacensis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),213263,Leptasthenura yanacensis,"ncbi:644982,gbif:2485146,irmng:10930338",hand_match_eliot,Sylviorthorhynchus yanacensis,concepts_match,Sylviorthorhynchus yanacensis,concepts_match,Sylviorthorhynchus yanacensis,concepts_match
14686,bctspi1,avibase-9FCDF434,Brown-capped Tit-Spinetail,Leptasthenura fuliginiceps,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),892285,Leptasthenura fuliginiceps,"ncbi:555271,gbif:2485152,irmng:11217272",canonical_match,Leptasthenura fuliginiceps,concepts_match,Leptasthenura fuliginiceps,concepts_match,Leptasthenura fuliginiceps,concepts_match
14689,tutspi1,avibase-C93D57E9,Tufted Tit-Spinetail,Leptasthenura platensis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),892286,Leptasthenura platensis,"ncbi:555272,gbif:2485151,irmng:11326067",canonical_match,Leptasthenura platensis,concepts_match,Leptasthenura platensis,concepts_match,Leptasthenura platensis,concepts_match
14690,pmtspi1,avibase-9E0B7CE9,Plain-mantled Tit-Spinetail,Leptasthenura aegithaloides,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),475739,Leptasthenura aegithaloides,"ncbi:463166,gbif:2485141,irmng:10217347",canonical_match,Leptasthenura aegithaloides,concepts_match,Leptasthenura aegithaloides;Leptasthenura berlepschi;Leptasthenura pallida,parent_of,Leptasthenura aegithaloides,concepts_match
14695,sttspi2,avibase-83FBC2B3,Striolated Tit-Spinetail,Leptasthenura striolata,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),239639,Leptasthenura striolata,"ncbi:1094416,gbif:2485139,irmng:10892948",canonical_match,Leptasthenura striolata,concepts_match,Leptasthenura striolata,concepts_match,Leptasthenura striolata,concepts_match
14696,rctspi1,avibase-0EFEB7DB,Rusty-crowned Tit-Spinetail,Leptasthenura pileata,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),759512,Leptasthenura pileata,"ncbi:288032,gbif:2485156,irmng:10923768",canonical_match,Leptasthenura pileata,concepts_match,Leptasthenura pileata,concepts_match,Leptasthenura pileata,concepts_match
14700,wbtspi1,avibase-309CCFF3,White-browed Tit-Spinetail,Leptasthenura xenothorax,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),239641,Leptasthenura xenothorax,"ncbi:1094417,gbif:2485155,irmng:10716112",canonical_match,Leptasthenura xenothorax,concepts_match,Leptasthenura xenothorax,concepts_match,Leptasthenura xenothorax,concepts_match
14701,sttspi1,avibase-D44A8E2F,Streaked Tit-Spinetail,Leptasthenura striata,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),239633,Leptasthenura striata,"ncbi:1094418,gbif:2485147,irmng:10980140",canonical_match,Leptasthenura striata,concepts_match,Leptasthenura striata,concepts_match,Leptasthenura striata,concepts_match
14705,antspi1,avibase-3367E902,Andean Tit-Spinetail,Leptasthenura andicola,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),239635,Leptasthenura andicola,"ncbi:1094414,gbif:2485160,irmng:10213958",canonical_match,Leptasthenura andicola,concepts_match,Leptasthenura andicola,concepts_match,Leptasthenura andicola,concepts_match
14711,artspi1,avibase-8223568E,Araucaria Tit-Spinetail,Leptasthenura setaria,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),239637,Leptasthenura setaria,"ncbi:1094415,gbif:2485140,irmng:10213959",canonical_match,Leptasthenura setaria,concepts_match,Leptasthenura setaria,concepts_match,Leptasthenura setaria,concepts_match
14713,ruftho1,avibase-B70107D2,Rufous-fronted Thornbird,Phacellodomus rufifrons,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),446648,Phacellodomus rufifrons,"ncbi:555304,gbif:2485126,irmng:11368826",canonical_match,Phacellodomus rufifrons,concepts_match,Phacellodomus rufifrons;Phacellodomus inornatus,parent_of,Phacellodomus rufifrons;Phacellodomus inornatus,parent_of
14723,stftho1,avibase-1C846670,Streak-fronted Thornbird,Phacellodomus striaticeps,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),446649,Phacellodomus striaticeps,"ncbi:555305,gbif:2485133,irmng:10216389",canonical_match,Phacellodomus striaticeps,concepts_match,Phacellodomus striaticeps,concepts_match,Phacellodomus striaticeps,concepts_match
14726,littho1,avibase-01BB9F45,Little Thornbird,Phacellodomus sibilatrix,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),138183,Phacellodomus sibilatrix,"ncbi:1094456,gbif:2485119,irmng:10456725",canonical_match,Phacellodomus sibilatrix,concepts_match,Phacellodomus sibilatrix,concepts_match,Phacellodomus sibilatrix,concepts_match
14727,chbtho1,avibase-EC7D724B,Chestnut-backed Thornbird,Phacellodomus dorsalis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),138179,Phacellodomus dorsalis,"ncbi:1094454,gbif:2485137,irmng:10923999",canonical_match,Phacellodomus dorsalis,concepts_match,Phacellodomus dorsalis,concepts_match,Phacellodomus dorsalis,concepts_match
14728,spbtho1,avibase-59CA2B1D,Spot-breasted Thornbird,Phacellodomus maculipectus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),490363,Phacellodomus maculipectus,"ncbi:555303,gbif:5788796",canonical_match,Phacellodomus maculipectus,concepts_match,Phacellodomus maculipectus,concepts_match,Phacellodomus maculipectus,concepts_match
14729,frbtho1,avibase-4DF195DB,Freckle-breasted Thornbird,Phacellodomus striaticollis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),446651,Phacellodomus striaticollis,"ncbi:555307,irmng:10762215",canonical_match,Phacellodomus striaticollis,concepts_match,Phacellodomus striaticollis,concepts_match,Phacellodomus striaticollis,concepts_match
14730,gretho2,avibase-ABE64671,Greater Thornbird,Phacellodomus ruber,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),759506,Phacellodomus ruber,"ncbi:288035,gbif:2485136,irmng:10217251",canonical_match,Phacellodomus ruber,concepts_match,Phacellodomus ruber,concepts_match,Phacellodomus ruber,concepts_match
14731,oretho1,avibase-E1BA166E,Orange-eyed Thornbird,Phacellodomus erythrophthalmus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),213254,Phacellodomus erythrophthalmus,"ncbi:644985,gbif:2485120,irmng:10859481",canonical_match,Phacellodomus erythrophthalmus,concepts_match,Phacellodomus erythrophthalmus,concepts_match,Phacellodomus erythrophthalmus,concepts_match
14732,orbtho1,avibase-829AE151,Orange-breasted Thornbird,Phacellodomus ferrugineigula,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),138181,Phacellodomus ferrugineigula,"ncbi:1094455,gbif:5788795",canonical_match,Phacellodomus ferrugineigula,concepts_match,Phacellodomus ferrugineigula,concepts_match,Phacellodomus ferrugineigula,concepts_match
14735,whbspi2,avibase-3FACD55E,White-browed Spinetail,Hellmayrea gularis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),1074335,Hellmayrea gularis,"ncbi:86279,gbif:2485088,irmng:11275023",canonical_match,Hellmayrea gularis,concepts_match,Hellmayrea gularis,concepts_match,Hellmayrea gularis,concepts_match
14740,firgat1,avibase-B09DB060,Firewood-gatherer,Anumbius annumbi,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),471428,Anumbius annumbi,"ncbi:183171,gbif:2485086,irmng:10993191",canonical_match,Anumbius annumbi,concepts_match,Anumbius annumbi,concepts_match,Anumbius annumbi,concepts_match
14741,lalbru1,avibase-2629DF6C,Lark-like Brushrunner,Coryphistera alaudina,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),639878,Coryphistera alaudina,"ncbi:183173,gbif:2485606,irmng:10601807",canonical_match,Coryphistera alaudina,concepts_match,Coryphistera alaudina,concepts_match,Coryphistera alaudina,concepts_match
14744,crbcan1,avibase-5C999ADE,Creamy-breasted Canastero,Asthenes dorbignyi,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),464872,Asthenes dorbignyi,"ncbi:9138,gbif:5230047,irmng:11369185",canonical_match,Asthenes dorbignyi,concepts_match,Asthenes dorbignyi;Asthenes arequipae;Asthenes huancavelicae;Asthenes usheri,parent_of,Asthenes dorbignyi;Asthenes arequipae;Asthenes huancavelicae,parent_of
14751,bercan1,avibase-54444A9B,Berlepsch's Canastero,Asthenes berlepschi,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),7660580,Asthenes berlepschi,"gbif:5230076,irmng:10803764",canonical_match,Asthenes berlepschi,concepts_match,Asthenes berlepschi,concepts_match,Asthenes berlepschi,concepts_match
14752,shbcan1,avibase-EC1EC2F3,Short-billed Canastero,Asthenes baeri,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),417257,Asthenes baeri,"ncbi:555224,gbif:5230102,irmng:11267423",canonical_match,Asthenes baeri,concepts_match,Asthenes baeri,concepts_match,Asthenes baeri,concepts_match
14755,cipcan1,avibase-E554EF3F,Cipo Canastero,Asthenes luizae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),788594,Asthenes luizae,"ncbi:1094231,gbif:5230087,irmng:10858208",canonical_match,Asthenes luizae,concepts_match,Asthenes luizae,concepts_match,Asthenes luizae,concepts_match
14756,hudcan1,avibase-858D5EB2,Hudson's Canastero,Asthenes hudsoni,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),132844,Asthenes hudsoni,"ncbi:1094230,gbif:5230053,irmng:11182092",canonical_match,Asthenes hudsoni,concepts_match,Asthenes hudsoni,concepts_match,Asthenes hudsoni,concepts_match
14757,auscan1,avibase-0C97A2B4,Austral Canastero,Asthenes anthoides,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),417258,Asthenes anthoides,"ncbi:555223,gbif:5230075,irmng:11209224",canonical_match,Asthenes anthoides,concepts_match,Asthenes anthoides,concepts_match,Asthenes anthoides,concepts_match
14758,lifcan1,avibase-123469C1,Line-fronted Canastero,Asthenes urubambensis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),443377,Asthenes urubambensis,"ncbi:329502,gbif:5230115,irmng:10460604",canonical_match,Asthenes urubambensis,concepts_match,Asthenes urubambensis,concepts_match,Asthenes urubambensis,concepts_match
14761,mascan1,avibase-18C02E15,Many-striped Canastero,Asthenes flammulata,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),838818,Asthenes flammulata,"ncbi:644974,gbif:5230077,irmng:11404366",canonical_match,Asthenes flammulata,concepts_match,Asthenes flammulata,concepts_match,Asthenes flammulata,concepts_match
14767,juncan1,avibase-9957DCA6,Junin Canastero,Asthenes virgata,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),23744,Asthenes virgata,"ncbi:1094242,gbif:5230066,irmng:11018854",canonical_match,Asthenes virgata,concepts_match,Asthenes virgata,concepts_match,Asthenes virgata,concepts_match
14768,sctcan1,avibase-826918E3,Scribble-tailed Canastero,Asthenes maculicauda,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),550143,Asthenes maculicauda,"ncbi:1094240,gbif:5230058,irmng:10592538",canonical_match,Asthenes maculicauda,concepts_match,Asthenes maculicauda,concepts_match,Asthenes maculicauda,concepts_match
14769,stbcan1,avibase-210B36A8,Streak-backed Canastero,Asthenes wyatti,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),838825,Asthenes wyatti,"ncbi:644978,gbif:5230067,irmng:10218461",canonical_match,Asthenes wyatti,concepts_match,Asthenes wyatti,child_of,Asthenes wyatti,child_of
14777,puncan1,avibase-4026E460,Puna Canastero,Asthenes sclateri,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),550141,Asthenes sclateri,"ncbi:1094241,gbif:5230060,irmng:10218460",canonical_match,Asthenes sclateri,concepts_match,Asthenes wyatti,child_of,Asthenes wyatti,child_of
14782,sttcan1,avibase-BD30D5C7,Streak-throated Canastero,Asthenes humilis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),286115,Asthenes humilis,"ncbi:589938,gbif:5230054,irmng:10763285",canonical_match,Asthenes humilis,concepts_match,Asthenes humilis,concepts_match,Asthenes humilis,concepts_match
14786,corcan1,avibase-FE737644,Cordilleran Canastero,Asthenes modesta,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),417256,Asthenes modesta,"ncbi:555225,gbif:5230088,irmng:10733074",canonical_match,Asthenes modesta,concepts_match,Asthenes modesta,concepts_match,Asthenes modesta,concepts_match
14792,itaspi1,avibase-BF71CB3E,Itatiaia Spinetail,Asthenes moreirae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),3598383,Asthenes moreirae,gbif:6088519,canonical_match,Asthenes moreirae,concepts_match,Asthenes moreirae,concepts_match,Asthenes moreirae,concepts_match
14793,shbcan2,avibase-500D06A4,Sharp-billed Canastero,Asthenes pyrrholeuca,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),417252,Asthenes pyrrholeuca,"ncbi:555227,gbif:5230112,irmng:11400500",canonical_match,Asthenes pyrrholeuca,concepts_match,Asthenes pyrrholeuca,concepts_match,Asthenes pyrrholeuca,concepts_match
14798,bltthi1,avibase-B1A9C628,Black-throated Thistletail,Asthenes harterti,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),3598376,Asthenes harterti,gbif:6088468,canonical_match,Asthenes harterti,concepts_match,Asthenes harterti,concepts_match,Asthenes harterti,concepts_match
14799,punthi1,avibase-B87C0D49,Puna Thistletail,Asthenes helleri,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),551162,Schizoeaca helleri,"ncbi:589983,gbif:2485100,gbif:6088460,irmng:10766216",synonym_match,Asthenes helleri,concepts_match,Asthenes helleri,concepts_match,Asthenes helleri,concepts_match
14800,vilthi3,avibase-E67415D7,Ayacucho Thistletail,Asthenes ayacuchensis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),5925688,Asthenes vilcabambae ayacuchensis,"ncbi:1859929,gbif:8923796",synonym_match,Asthenes vilcabambae,child_of,Asthenes ayacuchensis,concepts_match,Asthenes ayacuchensis,concepts_match
14801,vilthi2,avibase-4700E3C0,Vilcabamba Thistletail,Asthenes vilcabambae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),6520470,Asthenes vilcabambae vilcabambae,"ncbi:1859928,gbif:2485094,gbif:7340807,irmng:11013460",sub_spp_fix_ejm,Asthenes vilcabambae,child_of,Asthenes vilcabambae,concepts_match,Asthenes vilcabambae,concepts_match
14802,cancan1,avibase-60EFDF36,Canyon Canastero,Asthenes pudibunda,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),838820,Asthenes pudibunda,"ncbi:644976,gbif:5230097,irmng:10891833",canonical_match,Asthenes pudibunda,concepts_match,Asthenes pudibunda,concepts_match,Asthenes pudibunda,concepts_match
14806,rufcan1,avibase-D1C92128,Rusty-fronted Canastero,Asthenes ottonis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),838819,Asthenes ottonis,"ncbi:644975,gbif:5230111,irmng:10911083",canonical_match,Asthenes ottonis,concepts_match,Asthenes ottonis,concepts_match,Asthenes ottonis,concepts_match
14807,maqcan1,avibase-03B93C7F,Maquis Canastero,Asthenes heterura,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),3598379,Asthenes heterura,"gbif:5230110,irmng:10592536",canonical_match,Asthenes heterura,concepts_match,Asthenes heterura,concepts_match,Asthenes heterura,concepts_match
14808,eyrthi1,avibase-48C5FC42,Eye-ringed Thistletail,Asthenes palpebralis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),3598386,Asthenes palpebralis,gbif:6088375,canonical_match,Asthenes palpebralis,concepts_match,Asthenes palpebralis,concepts_match,Asthenes palpebralis,concepts_match
14809,ocbthi1,avibase-9F89BDB8,Ochre-browed Thistletail,Asthenes coryi,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),3598381,Asthenes coryi,gbif:6088368,canonical_match,Asthenes coryi,concepts_match,Asthenes coryi,concepts_match,Asthenes coryi,concepts_match
14810,perthi1,avibase-2EC35E39,Perija Thistletail,Asthenes perijana,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),3598382,Asthenes perijana,gbif:6088359,canonical_match,Asthenes perijana,concepts_match,Asthenes perijana,concepts_match,Asthenes perijana,concepts_match
14811,whcthi1,avibase-92EDD5BE,White-chinned Thistletail,Asthenes fuliginosa,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),213260,Schizoeaca fuliginosa,"ncbi:644986,gbif:2485105,gbif:7340791,irmng:11160082",synonym_match,Asthenes fuliginosa,concepts_match,Asthenes fuliginosa,concepts_match,Asthenes fuliginosa,concepts_match
14817,mocthi1,avibase-A2B9B8CE,Mouse-colored Thistletail,Asthenes griseomurina,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),3598377,Asthenes griseomurina,gbif:6088308,canonical_match,Asthenes griseomurina,concepts_match,Asthenes griseomurina,concepts_match,Asthenes griseomurina,concepts_match
14819,pilgra1,avibase-E4FC9402,Pink-legged Graveteiro,Acrobatornis fonsecai,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),286119,Acrobatornis fonsecai,"ncbi:589931,gbif:2485084,irmng:10460328",canonical_match,Acrobatornis fonsecai,concepts_match,Acrobatornis fonsecai,concepts_match,Acrobatornis fonsecai,concepts_match
14820,orfplu2,avibase-6E14FE47,Orange-fronted Plushcrown,Metopothrix aurantiaca,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),494073,Metopothrix aurantiaca,"ncbi:329522,gbif:2485947,irmng:10940468",canonical_match,Metopothrix aurantiaca,concepts_match,Metopothrix aurantiaca,concepts_match,Metopothrix aurantiaca,concepts_match
14821,dobgra1,avibase-6B5A5143,Double-banded Graytail,Xenerpestes minlosi,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),733324,Xenerpestes minlosi,"ncbi:1094541,gbif:2485904,irmng:10661443",canonical_match,Xenerpestes minlosi,concepts_match,Xenerpestes minlosi,concepts_match,Xenerpestes minlosi,concepts_match
14824,equgra1,avibase-288A1826,Equatorial Graytail,Xenerpestes singularis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),494066,Xenerpestes singularis,"ncbi:329520,gbif:2485903,irmng:10214011",canonical_match,Xenerpestes singularis,concepts_match,Xenerpestes singularis,concepts_match,Xenerpestes singularis,concepts_match
14825,spepri1,avibase-8650D477,Spectacled Prickletail,Siptornis striaticollis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),551166,Siptornis striaticollis,"ncbi:589987,irmng:11260429",canonical_match,Siptornis striaticollis,concepts_match,Siptornis striaticollis,concepts_match,Siptornis striaticollis,concepts_match
