,species,PRIMARY_COM_NAME,genus,family,addition.style,add.to,do.not.break,notes,actually.missing,actually.not.missing
10088,Junco_insularis,Guadalupe Junco,Junco,Passerellidae (New World Sparrows),,,,,0,0
10089,Junco_phaeonotus,Yellow-eyed Junco,Junco,Passerellidae (New World Sparrows),,,,,0,0
10090,Junco_bairdi,Baird's Junco,Junco,Passerellidae (New World Sparrows),genus-level,"Junco_phaeonotus, Junco_bairdi",,MJI guess based on morphology,0,0
10091,Junco_vulcani,Volcano Junco,Junco,Passerellidae (New World Sparrows),,,,,0,0
10092,Zonotrichia_capensis,Rufous-collared Sparrow,Zonotrichia,Passerellidae (New World Sparrows),,,,,0,0
10093,Zonotrichia_leucophrys,White-crowned Sparrow,Zonotrichia,Passerellidae (New World Sparrows),,,,,0,0
10094,Zonotrichia_atricapilla,Golden-crowned Sparrow,Zonotrichia,Passerellidae (New World Sparrows),,,,,0,0
10095,Zonotrichia_querula,Harris's Sparrow,Zonotrichia,Passerellidae (New World Sparrows),,,,,0,0
10096,Zonotrichia_albicollis,White-throated Sparrow,Zonotrichia,Passerellidae (New World Sparrows),,,,,0,0
10097,Artemisiospiza_nevadensis,Sagebrush Sparrow,Artemisiospiza,Passerellidae (New World Sparrows),genus-level,Artemisiospiza,,MJI two-species genus match,0,0
10098,Artemisiospiza_belli,Bell's Sparrow,Artemisiospiza,Passerellidae (New World Sparrows),,,,,0,0
10099,Oriturus_superciliosus,Striped Sparrow,Oriturus,Passerellidae (New World Sparrows),,,,,0,0
10100,Pooecetes_gramineus,Vesper Sparrow,Pooecetes,Passerellidae (New World Sparrows),,,,,0,0
10101,Ammospiza_leconteii,LeConte's Sparrow,Ammospiza,Passerellidae (New World Sparrows),,,,,0,0
10102,Ammospiza_maritima,Seaside Sparrow,Ammospiza,Passerellidae (New World Sparrows),,,,,0,0
10103,Ammospiza_nelsoni,Nelson's Sparrow,Ammospiza,Passerellidae (New World Sparrows),,,,,0,0
10104,Ammospiza_caudacuta,Saltmarsh Sparrow,Ammospiza,Passerellidae (New World Sparrows),,,,,0,0
10105,Passerculus_sandwichensis,Savannah Sparrow,Passerculus,Passerellidae (New World Sparrows),,,,,0,0
10106,Centronyx_bairdii,Baird's Sparrow,Centronyx,Passerellidae (New World Sparrows),,,,,0,0
10107,Centronyx_henslowii,Henslow's Sparrow,Centronyx,Passerellidae (New World Sparrows),,,,,0,0
10108,Xenospiza_baileyi,Sierra Madre Sparrow,Xenospiza,Passerellidae (New World Sparrows),,,,,0,0
10109,Melospiza_melodia,Song Sparrow,Melospiza,Passerellidae (New World Sparrows),,,,,0,0
10110,Melospiza_lincolnii,Lincoln's Sparrow,Melospiza,Passerellidae (New World Sparrows),,,,,0,0
10111,Melospiza_georgiana,Swamp Sparrow,Melospiza,Passerellidae (New World Sparrows),,,,,0,0
10112,Pezopetes_capitalis,Large-footed Finch,Pezopetes,Passerellidae (New World Sparrows),,,,,0,0
10113,Torreornis_inexpectata,Zapata Sparrow,Torreornis,Passerellidae (New World Sparrows),,,,,0,0
10114,Melozone_kieneri,Rusty-crowned Ground-Sparrow,Melozone,Passerellidae (New World Sparrows),,,,,0,0
10115,Melozone_fusca,Canyon Towhee,Melozone,Passerellidae (New World Sparrows),,,,,0,0
10116,Melozone_albicollis,White-throated Towhee,Melozone,Passerellidae (New World Sparrows),,,,,0,0
10117,Melozone_aberti,Abert's Towhee,Melozone,Passerellidae (New World Sparrows),,,,,0,0
10118,Melozone_crissalis,California Towhee,Melozone,Passerellidae (New World Sparrows),,,,,0,0
10119,Melozone_leucotis,White-eared Ground-Sparrow,Melozone,Passerellidae (New World Sparrows),,,,,0,0
10120,Melozone_biarcuata,White-faced Ground-Sparrow,Melozone,Passerellidae (New World Sparrows),,,,,0,0
10121,Melozone_cabanisi,Cabanis's Ground-Sparrow,Melozone,Passerellidae (New World Sparrows),genus-level,"Melozone_biarcuata, Melozone_cabanisi",,MJI guess based on morphology. ETM there is a paper by Sandoval et al looking at their differences,0,0
10122,Aimophila_rufescens,Rusty Sparrow,Aimophila,Passerellidae (New World Sparrows),,,,,0,0
10123,Aimophila_ruficeps,Rufous-crowned Sparrow,Aimophila,Passerellidae (New World Sparrows),,,,,0,0
10124,Aimophila_notosticta,Oaxaca Sparrow,Aimophila,Passerellidae (New World Sparrows),,,,,0,0
10125,Pipilo_chlorurus,Green-tailed Towhee,Pipilo,Passerellidae (New World Sparrows),,,,,0,0
10126,Pipilo_maculatus,Spotted Towhee,Pipilo,Passerellidae (New World Sparrows),,,,,0,0
10127,Pipilo_erythrophthalmus,Eastern Towhee,Pipilo,Passerellidae (New World Sparrows),,,,,0,0
10128,Pipilo_naufragus,Bermuda Towhee,Pipilo,Passerellidae (New World Sparrows),genus-level,"Pipilo_erythrophthalmus, Pipilo_naufragus",,MJI guess based on morphology,0,0
10129,Pipilo_ocai,Collared Towhee,Pipilo,Passerellidae (New World Sparrows),,,,,0,0
10130,Atlapetes_pileatus,Rufous-capped Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10131,Atlapetes_albinucha,White-naped Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10132,Atlapetes_tibialis,Yellow-thighed Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10133,Atlapetes_luteoviridis,Yellow-green Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10134,Atlapetes_albofrenatus,Moustached Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10135,Atlapetes_personatus,Tepui Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10136,Atlapetes_melanocephalus,Santa Marta Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10137,Atlapetes_semirufus,Ochre-breasted Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10138,Atlapetes_flaviceps,Yellow-headed Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10139,Atlapetes_fuscoolivaceus,Dusky-headed Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10140,Atlapetes_leucopis,White-rimmed Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10141,Atlapetes_albiceps,White-headed Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10142,Atlapetes_rufigenis,Rufous-eared Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10143,Atlapetes_tricolor,Tricolored Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10144,Atlapetes_schistaceus,Slaty Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10145,Atlapetes_pallidinucha,Pale-naped Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10146,Atlapetes_blancae,Antioquia Brushfinch,Atlapetes,Passerellidae (New World Sparrows),genus-level,"Atlapetes_blancae, Atlapetes_latinuchus",,Preliminary genetic analyses support Donegan's (1) hypothesis of a close relationship with Yellow-breasted Brushfinch (9).,0,0
10147,Atlapetes_latinuchus,Yellow-breasted Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10148,Atlapetes_leucopterus,White-winged Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10149,Atlapetes_pallidiceps,Pale-headed Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10150,Atlapetes_seebohmi,Bay-crowned Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10151,Atlapetes_nationi,Rusty-bellied Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10152,Atlapetes_forbesi,Apurimac Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10153,Atlapetes_melanopsis,Black-spectacled Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10154,Atlapetes_terborghi,Vilcabamba Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10155,Atlapetes_canigenis,Cuzco Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10156,Atlapetes_melanolaemus,Black-faced Brushfinch,Atlapetes,Passerellidae (New World Sparrows),genus-level,"Atlapetes_terborghi, Atlapetes_melanolaemus",,"Often considered a race of A. latinuchus, and both were originally treated as part of a wider complex that included also A. terborghi and A. rufinucha, although recent studies suggest that various components of this group may not be each other’s closest relatives. Present species probably closest to A. terborghi. ",0,0
10157,Atlapetes_rufinucha,Bolivian Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10158,Atlapetes_fulviceps,Fulvous-headed Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10159,Atlapetes_citrinellus,Yellow-striped Brushfinch,Atlapetes,Passerellidae (New World Sparrows),,,,,0,0
10160,Calyptophilus_tertius,Western Chat-Tanager,Calyptophilus,Calyptophilidae (Chat-Tanagers),,,,,0,0
10161,Calyptophilus_frugivorus,Eastern Chat-Tanager,Calyptophilus,Calyptophilidae (Chat-Tanagers),,,,,0,0
10162,Phaenicophilus_palmarum,Black-crowned Palm-Tanager,Phaenicophilus,Phaenicophilidae (Hispaniolan Tanagers),,,,,0,0
10163,Phaenicophilus_poliocephalus,Gray-crowned Palm-Tanager,Phaenicophilus,Phaenicophilidae (Hispaniolan Tanagers),,,,,0,0
10164,Xenoligea_montana,White-winged Warbler,Xenoligea,Phaenicophilidae (Hispaniolan Tanagers),,,,,0,0
10165,Microligea_palustris,Green-tailed Warbler,Microligea,Phaenicophilidae (Hispaniolan Tanagers),,,,,0,0
10166,Nesospingus_speculiferus,Puerto Rican Tanager,Nesospingus,Nesospingidae (Puerto Rican Tanager),,,,,0,0
10167,Spindalis_zena,Western Spindalis,Spindalis,Spindalidae (Spindalises),,,,,0,0
10168,Spindalis_nigricephala,Jamaican Spindalis,Spindalis,Spindalidae (Spindalises),genus-level,Spindalis,,,0,0
10169,Spindalis_dominicensis,Hispaniolan Spindalis,Spindalis,Spindalidae (Spindalises),,,,,0,0
10170,Spindalis_portoricensis,Puerto Rican Spindalis,Spindalis,Spindalidae (Spindalises),genus-level,Spindalis,,,0,0
10171,Zeledonia_coronata,Wrenthrush,Zeledonia,Zeledoniidae (Wrenthrush),,,,,0,0
10172,Teretistris_fernandinae,Yellow-headed Warbler,Teretistris,Teretistridae (Cuban Warblers),,,,,0,0
10173,Teretistris_fornsi,Oriente Warbler,Teretistris,Teretistridae (Cuban Warblers),genus-level,Teretistris,,MJI two-species genus match,0,0
10174,Icteria_virens,Yellow-breasted Chat,Icteria,Icteriidae (Yellow-breasted Chat),,,,,0,0
10175,Xanthocephalus_xanthocephalus,Yellow-headed Blackbird,Xanthocephalus,Icteridae (Troupials and Allies),,,,,0,0
10176,Dolichonyx_oryzivorus,Bobolink,Dolichonyx,Icteridae (Troupials and Allies),,,,,0,0
10177,Sturnella_neglecta,Western Meadowlark,Sturnella,Icteridae (Troupials and Allies),,,,,0,0
10178,Sturnella_magna,Eastern Meadowlark,Sturnella,Icteridae (Troupials and Allies),,,,,0,0
10179,Leistes_militaris,Red-breasted Meadowlark,Leistes,Icteridae (Troupials and Allies),,,,,0,0
10180,Leistes_superciliaris,White-browed Meadowlark,Leistes,Icteridae (Troupials and Allies),,,,,0,0
10181,Leistes_bellicosus,Peruvian Meadowlark,Leistes,Icteridae (Troupials and Allies),,,,,0,0
10182,Leistes_defilippii,Pampas Meadowlark,Leistes,Icteridae (Troupials and Allies),,,,,0,0
10183,Leistes_loyca,Long-tailed Meadowlark,Leistes,Icteridae (Troupials and Allies),,,,,0,0
10184,Amblycercus_holosericeus,Yellow-billed Cacique,Amblycercus,Icteridae (Troupials and Allies),,,,,0,0
10185,Cassiculus_melanicterus,Yellow-winged Cacique,Cassiculus,Icteridae (Troupials and Allies),,,,,0,0
10186,Psarocolius_angustifrons,Russet-backed Oropendola,Psarocolius,Icteridae (Troupials and Allies),,,,,0,0
10187,Psarocolius_atrovirens,Dusky-green Oropendola,Psarocolius,Icteridae (Troupials and Allies),,,,,0,0
10188,Psarocolius_viridis,Green Oropendola,Psarocolius,Icteridae (Troupials and Allies),,,,,0,0
10189,Psarocolius_decumanus,Crested Oropendola,Psarocolius,Icteridae (Troupials and Allies),,,,,0,0
10190,Psarocolius_wagleri,Chestnut-headed Oropendola,Psarocolius,Icteridae (Troupials and Allies),,,,,0,0
10191,Psarocolius_montezuma,Montezuma Oropendola,Psarocolius,Icteridae (Troupials and Allies),,,,,0,0
10192,Psarocolius_guatimozinus,Black Oropendola,Psarocolius,Icteridae (Troupials and Allies),,,,,0,0
10193,Psarocolius_cassini,Baudo Oropendola,Psarocolius,Icteridae (Troupials and Allies),,,,,0,0
10194,Psarocolius_bifasciatus,Olive Oropendola,Psarocolius,Icteridae (Troupials and Allies),,,,,0,0
10195,Cacicus_solitarius,Solitary Black Cacique,Cacicus,Icteridae (Troupials and Allies),,,,,0,0
10196,Cacicus_chrysopterus,Golden-winged Cacique,Cacicus,Icteridae (Troupials and Allies),,,,,0,0
10197,Cacicus_sclateri,Ecuadorian Cacique,Cacicus,Icteridae (Troupials and Allies),,,,,0,0
10198,Cacicus_koepckeae,Selva Cacique,Cacicus,Icteridae (Troupials and Allies),,,,,0,0
10199,Cacicus_uropygialis,Scarlet-rumped Cacique,Cacicus,Icteridae (Troupials and Allies),,,,,0,0
10200,Cacicus_cela,Yellow-rumped Cacique,Cacicus,Icteridae (Troupials and Allies),,,,,0,0
10201,Cacicus_chrysonotus,Mountain Cacique,Cacicus,Icteridae (Troupials and Allies),,,,,0,0
10202,Cacicus_latirostris,Band-tailed Cacique,Cacicus,Icteridae (Troupials and Allies),,,,,0,0
10203,Cacicus_haemorrhous,Red-rumped Cacique,Cacicus,Icteridae (Troupials and Allies),,,,,0,0
10204,Cacicus_oseryi,Casqued Cacique,Cacicus,Icteridae (Troupials and Allies),,,,,0,0
10205,Icterus_dominicensis,Hispaniolan Oriole,Icterus,Icteridae (Troupials and Allies),,,,,0,0
10206,Icterus_melanopsis,Cuban Oriole,Icterus,Icteridae (Troupials and Allies),,,,,0,0
10207,Icterus_northropi,Bahama Oriole,Icterus,Icteridae (Troupials and Allies),,,,,0,0
10208,Icterus_portoricensis,Puerto Rican Oriole,Icterus,Icteridae (Troupials and Allies),,,,,0,0
10209,Icterus_laudabilis,St. Lucia Oriole,Icterus,Icteridae (Troupials and Allies),,,,,0,0
