,species,PRIMARY_COM_NAME,genus,family,addition.style,add.to,do.not.break,notes,actually.missing,actually.not.missing
1621,Cynanthus_latirostris,Broad-billed Hummingbird,Cynanthus,Trochilidae (Hummingbirds),,,,,0,0
1622,Cynanthus_doubledayi,Turquoise-crowned Hummingbird,Cynanthus,Trochilidae (Hummingbirds),,,,,0,0
1623,Cynanthus_auriceps,Golden-crowned Emerald,Cynanthus,Trochilidae (Hummingbirds),Actually missing,Cynanthus,,Confused by the difference between Chlorostilbon & Cynanthus. These could use checking,1,0
1624,Cynanthus_forficatus,Cozumel Emerald,Cynanthus,Trochilidae (Hummingbirds),Actually missing,Cynanthus,,Confused by the difference between Chlorostilbon & Cynanthus. These could use checking,1,0
1625,Cynanthus_canivetii,Canivet's Emerald,Cynanthus,Trochilidae (Hummingbirds),,,,,0,0
1626,Chlorostilbon_mellisugus,Blue-tailed Emerald,Chlorostilbon,Trochilidae (Hummingbirds),,,,,0,0
1627,Chlorostilbon_olivaresi,Chiribiquete Emerald,Chlorostilbon,Trochilidae (Hummingbirds),Actually missing,"Chlorostilbon_mellisugus, Chlorostilbon_olivaresi, Chlorostilbon_gibsoni",,,1,0
1628,Chlorostilbon_gibsoni,Red-billed Emerald,Chlorostilbon,Trochilidae (Hummingbirds),Actually missing,"Chlorostilbon_mellisugus, Chlorostilbon_olivaresi, Chlorostilbon_gibsoni",,,1,0
1629,Chlorostilbon_lucidus,Glittering-bellied Emerald,Chlorostilbon,Trochilidae (Hummingbirds),,,,,0,0
1630,Chlorostilbon_poortmani,Short-tailed Emerald,Chlorostilbon,Trochilidae (Hummingbirds),,,,,0,0
1631,Chlorostilbon_stenurus,Narrow-tailed Emerald,Chlorostilbon,Trochilidae (Hummingbirds),Actually missing,"Chlorostilbon_poortmani, Chlorostilbon_stenurus, Chlorostilbon_alice",,,1,0
1632,Chlorostilbon_alice,Green-tailed Emerald,Chlorostilbon,Trochilidae (Hummingbirds),Actually missing,"Chlorostilbon_poortmani, Chlorostilbon_stenurus, Chlorostilbon_alice",,,1,0
1633,Chlorostilbon_russatus,Coppery Emerald,Chlorostilbon,Trochilidae (Hummingbirds),Actually missing,Chlorostilbon,"Chlorostilbon_mellisugus, Chlorostilbon_olivaresi, Chlorostilbon_gibsoni; Chlorostilbon_poortmani, Chlorostilbon_stenurus, Chlorostilbon_alice",,1,0
1634,Chlorostilbon_assimilis,Garden Emerald,Chlorostilbon,Trochilidae (Hummingbirds),,,,,0,0
1635,Chlorostilbon_melanorhynchus,Western Emerald,Chlorostilbon,Trochilidae (Hummingbirds),,,,,0,0
1636,Basilinna_leucotis,White-eared Hummingbird,Basilinna,Trochilidae (Hummingbirds),,,,,0,0
1637,Basilinna_xantusii,Xantus's Hummingbird,Basilinna,Trochilidae (Hummingbirds),,,,,0,0
1638,Pampa_curvipennis,Wedge-tailed Sabrewing,Pampa,Trochilidae (Hummingbirds),,,,,0,0
1639,Pampa_excellens,Long-tailed Sabrewing,Pampa,Trochilidae (Hummingbirds),,,,,0,0
1640,Pampa_rufa,Rufous Sabrewing,Pampa,Trochilidae (Hummingbirds),,,,,0,0
1641,Klais_guimeti,Violet-headed Hummingbird,Klais,Trochilidae (Hummingbirds),,,,,0,0
1642,Abeillia_abeillei,Emerald-chinned Hummingbird,Abeillia,Trochilidae (Hummingbirds),,,,,0,0
1643,Orthorhyncus_cristatus,Antillean Crested Hummingbird,Orthorhyncus,Trochilidae (Hummingbirds),,,,,0,0
1644,Stephanoxis_lalandi,Green-crowned Plovercrest,Stephanoxis,Trochilidae (Hummingbirds),,,,,0,0
1645,Stephanoxis_loddigesii,Purple-crowned Plovercrest,Stephanoxis,Trochilidae (Hummingbirds),Actually missing,Stephanoxis,,,1,0
1646,Anthocephala_floriceps,Santa Marta Blossomcrown,Anthocephala,Trochilidae (Hummingbirds),,,,,0,0
1647,Anthocephala_berlepschi,Tolima Blossomcrown,Anthocephala,Trochilidae (Hummingbirds),Actually missing,Anthocephala,,,1,0
1648,Campylopterus_largipennis,Gray-breasted Sabrewing,Campylopterus,Trochilidae (Hummingbirds),,,,,0,0
1649,Campylopterus_calcirupicola,Outcrop Sabrewing,Campylopterus,Trochilidae (Hummingbirds),Actually missing,"Campylopterus_largipennis, Campylopterus_calcirupicola, Campylopterus_diamantinensis",,,1,0
1650,Campylopterus_diamantinensis,Diamantina Sabrewing,Campylopterus,Trochilidae (Hummingbirds),Actually missing,"Campylopterus_largipennis, Campylopterus_calcirupicola, Campylopterus_diamantinensis",,,1,0
1651,Campylopterus_hemileucurus,Violet Sabrewing,Campylopterus,Trochilidae (Hummingbirds),,,,,0,0
1652,Campylopterus_hyperythrus,Rufous-breasted Sabrewing,Campylopterus,Trochilidae (Hummingbirds),,,,,0,0
1653,Campylopterus_duidae,Buff-breasted Sabrewing,Campylopterus,Trochilidae (Hummingbirds),,,,,0,0
1654,Campylopterus_villaviscensio,Napo Sabrewing,Campylopterus,Trochilidae (Hummingbirds),,,,,0,0
1655,Campylopterus_falcatus,Lazuline Sabrewing,Campylopterus,Trochilidae (Hummingbirds),,,,,0,0
1656,Campylopterus_phainopeplus,Santa Marta Sabrewing,Campylopterus,Trochilidae (Hummingbirds),Actually missing,"Campylopterus_villaviscensio, Campylopterus_falcatus, Campylopterus_phainopeplus",,"These three have been placed in a different genus at times, sensu BOW. Would guess that should include White-tailed, but can't find any evidence of that",1,0
1657,Campylopterus_ensipennis,White-tailed Sabrewing,Campylopterus,Trochilidae (Hummingbirds),,,,,0,0
1658,Chalybura_urochrysia,Bronze-tailed Plumeleteer,Chalybura,Trochilidae (Hummingbirds),,,,,0,0
1659,Chalybura_buffonii,White-vented Plumeleteer,Chalybura,Trochilidae (Hummingbirds),,,,,0,0
1660,Thalurania_glaucopis,Violet-capped Woodnymph,Thalurania,Trochilidae (Hummingbirds),,,,,0,0
1661,Thalurania_watertonii,Long-tailed Woodnymph,Thalurania,Trochilidae (Hummingbirds),,,,,0,0
1662,Thalurania_colombica,Crowned Woodnymph,Thalurania,Trochilidae (Hummingbirds),,,,,0,0
1663,Thalurania_furcata,Fork-tailed Woodnymph,Thalurania,Trochilidae (Hummingbirds),,,,,0,0
1664,Microchera_albocoronata,Snowcap,Microchera,Trochilidae (Hummingbirds),,,,,0,0
1665,Microchera_cupreiceps,Coppery-headed Emerald,Microchera,Trochilidae (Hummingbirds),,,,,0,0
1666,Microchera_chionura,White-tailed Emerald,Microchera,Trochilidae (Hummingbirds),,,,,0,0
1667,Goldmania_violiceps,Violet-capped Hummingbird,Goldmania,Trochilidae (Hummingbirds),,,,,0,0
1668,Goldmania_bella,Pirre Hummingbird,Goldmania,Trochilidae (Hummingbirds),,,,,0,0
1669,Eupherusa_ridgwayi,Mexican Woodnymph,Eupherusa,Trochilidae (Hummingbirds),,,,,0,0
1670,Eupherusa_poliocerca,White-tailed Hummingbird,Eupherusa,Trochilidae (Hummingbirds),,,,,0,0
1671,Eupherusa_cyanophrys,Blue-capped Hummingbird,Eupherusa,Trochilidae (Hummingbirds),,,,,0,0
1672,Eupherusa_eximia,Stripe-tailed Hummingbird,Eupherusa,Trochilidae (Hummingbirds),,,,,0,0
1673,Eupherusa_nigriventris,Black-bellied Hummingbird,Eupherusa,Trochilidae (Hummingbirds),,,,,0,0
1674,Phaeochroa_cuvierii,Scaly-breasted Hummingbird,Phaeochroa,Trochilidae (Hummingbirds),,,,,0,0
1675,Leucippus_fallax,Buffy Hummingbird,Leucippus,Trochilidae (Hummingbirds),,,,,0,0
1676,Thaumasius_baeri,Tumbes Hummingbird,Thaumasius,Trochilidae (Hummingbirds),,,,,0,0
1677,Thaumasius_taczanowskii,Spot-throated Hummingbird,Thaumasius,Trochilidae (Hummingbirds),,,,,0,0
1678,Taphrospilus_hypostictus,Many-spotted Hummingbird,Taphrospilus,Trochilidae (Hummingbirds),,,,,0,0
1679,Eupetomena_macroura,Swallow-tailed Hummingbird,Eupetomena,Trochilidae (Hummingbirds),,,,,0,0
1680,Eupetomena_cirrochloris,Sombre Hummingbird,Eupetomena,Trochilidae (Hummingbirds),,,,,0,0
1681,Talaphorus_chlorocercus,Olive-spotted Hummingbird,Talaphorus,Trochilidae (Hummingbirds),,,,,0,0
1682,Trochilus_polytmus,Streamertail,Trochilus,Trochilidae (Hummingbirds),,,,,0,0
1683,Leucolia_violiceps,Violet-crowned Hummingbird,Leucolia,Trochilidae (Hummingbirds),,,,,0,0
1684,Leucolia_viridifrons,Green-fronted Hummingbird,Leucolia,Trochilidae (Hummingbirds),,,,,0,0
1685,Saucerottia_cyanocephala,Azure-crowned Hummingbird,Saucerottia,Trochilidae (Hummingbirds),,,,,0,0
1686,Saucerottia_hoffmanni,Blue-vented Hummingbird,Saucerottia,Trochilidae (Hummingbirds),Actually missing,"Saucerottia_hoffmanni, Saucerottia_saucerottei, Saucerottia_cyanifrons",,"Along with Steely-vented Hummingbird (Saucerottia saucerottei), probably closely related to Indigo-capped Hummingbird (S. cyanifrons).",1,0
1687,Saucerottia_beryllina,Berylline Hummingbird,Saucerottia,Trochilidae (Hummingbirds),,,,,0,0
1688,Saucerottia_cyanura,Blue-tailed Hummingbird,Saucerottia,Trochilidae (Hummingbirds),,,,,0,0
1689,Saucerottia_edward,Snowy-bellied Hummingbird,Saucerottia,Trochilidae (Hummingbirds),,,,,0,0
1690,Saucerottia_saucerottei,Steely-vented Hummingbird,Saucerottia,Trochilidae (Hummingbirds),,,,,0,0
1691,Saucerottia_cyanifrons,Indigo-capped Hummingbird,Saucerottia,Trochilidae (Hummingbirds),Actually missing,"Saucerottia_hoffmanni, Saucerottia_saucerottei, Saucerottia_cyanifrons",,"Along with Steely-vented Hummingbird (Saucerottia saucerottei), probably closely related to Indigo-capped Hummingbird (S. cyanifrons).",1,0
1692,Saucerottia_castaneiventris,Chestnut-bellied Hummingbird,Saucerottia,Trochilidae (Hummingbirds),,,,,0,0
1693,Saucerottia_viridigaster,Green-bellied Hummingbird,Saucerottia,Trochilidae (Hummingbirds),,,,,0,0
1694,Saucerottia_tobaci,Copper-rumped Hummingbird,Saucerottia,Trochilidae (Hummingbirds),,,,,0,0
1695,Amazilia_rutila,Cinnamon Hummingbird,Amazilia,Trochilidae (Hummingbirds),,,,,0,0
1696,Amazilia_yucatanensis,Buff-bellied Hummingbird,Amazilia,Trochilidae (Hummingbirds),,,,,0,0
1697,Amazilia_tzacatl,Rufous-tailed Hummingbird,Amazilia,Trochilidae (Hummingbirds),,,,,0,0
1698,Amazilia_luciae,Honduran Emerald,Amazilia,Trochilidae (Hummingbirds),Actually missing,"Chrysuronia_coeruleogularis, Chrysuronia_brevirostris, Chrysuronia_leucogaster; Amazilia_luciae, Amazilia_boucardi",,"Ornelas conducted the most intensive phylogenetic analysis of the genus Amazilia, with DNA samples from 23 of 29 recognized species. DNA samples were not available for six species, including A. luciae, and the relationship with other species in the genus remains unclear. A. luciae may form a superspecies with Amazilia boucardi (Mangrove Hummingbird) (Weller 1999), with which it shares similarities in plumage, but differs completely in habitat. ETM: see boucardi",1,0
1699,Amazilia_boucardi,Mangrove Hummingbird,Amazilia,Trochilidae (Hummingbirds),Actually missing,"Chrysuronia_coeruleogularis, Chrysuronia_brevirostris, Chrysuronia_leucogaster; Amazilia_luciae, Amazilia_boucardi",,"There are unpublished sequences on GenBank. BLASTed them, and all the top species are in what is now Chrysuronia.",1,0
1700,Amazilis_amazilia,Amazilia Hummingbird,Amazilis,Trochilidae (Hummingbirds),,,,,0,0
1701,Uranomitra_franciae,Andean Emerald,Uranomitra,Trochilidae (Hummingbirds),,,,,0,0
1702,Chrysuronia_versicolor,Versicolored Emerald,Chrysuronia,Trochilidae (Hummingbirds),,,,,0,0
1703,Chrysuronia_goudoti,Shining-green Hummingbird,Chrysuronia,Trochilidae (Hummingbirds),,,,,0,0
1704,Chrysuronia_oenone,Golden-tailed Sapphire,Chrysuronia,Trochilidae (Hummingbirds),,,,,0,0
1705,Chrysuronia_coeruleogularis,Sapphire-throated Hummingbird,Chrysuronia,Trochilidae (Hummingbirds),,,,,0,0
1706,Chrysuronia_lilliae,Sapphire-bellied Hummingbird,Chrysuronia,Trochilidae (Hummingbirds),Actually missing,"Chrysuronia_coeruleogularis, Chrysuronia_lilliae",,,1,0
1707,Chrysuronia_humboldtii,Humboldt's Sapphire,Chrysuronia,Trochilidae (Hummingbirds),Actually missing,"Chrysuronia_humboldtii, Chrysuronia_grayi",,,1,0
1708,Chrysuronia_grayi,Blue-headed Sapphire,Chrysuronia,Trochilidae (Hummingbirds),,,,,0,0
1709,Chrysuronia_brevirostris,White-chested Emerald,Chrysuronia,Trochilidae (Hummingbirds),,,,,0,0
1710,Chrysuronia_leucogaster,Plain-bellied Emerald,Chrysuronia,Trochilidae (Hummingbirds),,,,,0,0
1711,Leucochloris_albicollis,White-throated Hummingbird,Leucochloris,Trochilidae (Hummingbirds),,,,,0,0
1712,Chionomesa_fimbriata,Glittering-throated Emerald,Chionomesa,Trochilidae (Hummingbirds),,,,,0,0
1713,Chionomesa_lactea,Sapphire-spangled Emerald,Chionomesa,Trochilidae (Hummingbirds),,,,,0,0
1714,Hylocharis_sapphirina,Rufous-throated Sapphire,Hylocharis,Trochilidae (Hummingbirds),,,,,0,0
1715,Hylocharis_chrysura,Gilded Hummingbird,Hylocharis,Trochilidae (Hummingbirds),,,,,0,0
1716,Elliotomyia_chionogaster,White-bellied Hummingbird,Elliotomyia,Trochilidae (Hummingbirds),,,,,0,0
1717,Elliotomyia_viridicauda,Green-and-white Hummingbird,Elliotomyia,Trochilidae (Hummingbirds),,,,,0,0
1718,Polyerata_rosenbergi,Purple-chested Hummingbird,Polyerata,Trochilidae (Hummingbirds),,,,,0,0
1719,Polyerata_amabilis,Blue-chested Hummingbird,Polyerata,Trochilidae (Hummingbirds),,,,,0,0
1720,Polyerata_decora,Charming Hummingbird,Polyerata,Trochilidae (Hummingbirds),,,,,0,0
1721,Chlorestes_candida,White-bellied Emerald,Chlorestes,Trochilidae (Hummingbirds),,,,,0,0
1722,Chlorestes_eliciae,Blue-throated Goldentail,Chlorestes,Trochilidae (Hummingbirds),,,,,0,0
1723,Chlorestes_cyanus,White-chinned Sapphire,Chlorestes,Trochilidae (Hummingbirds),,,,,0,0
1724,Chlorestes_julie,Violet-bellied Hummingbird,Chlorestes,Trochilidae (Hummingbirds),Actually missing,Chlorestes,,,1,0
1725,Chlorestes_notata,Blue-chinned Sapphire,Chlorestes,Trochilidae (Hummingbirds),,,,,0,0
1726,Opisthocomus_hoazin,Hoatzin,Opisthocomus,Opisthocomidae (Hoatzin),,,,,0,0
1727,Mentocrex_kioloides,Madagascar Wood-Rail,Mentocrex,Sarothruridae (Flufftails),,,,,0,0
1728,Mentocrex_beankaensis,Tsingy Wood-Rail,Mentocrex,Sarothruridae (Flufftails),genus-level,Mentocrex,,MJI two-species genus match,0,0
1729,Sarothrura_pulchra,White-spotted Flufftail,Sarothrura,Sarothruridae (Flufftails),genus-level,"Sarothrura_pulchra, Sarothrura_elegans",,MJI guess based on sequence,0,0
1730,Sarothrura_elegans,Buff-spotted Flufftail,Sarothrura,Sarothruridae (Flufftails),,,,,0,0
1731,Sarothrura_rufa,Red-chested Flufftail,Sarothrura,Sarothruridae (Flufftails),,,,,0,0
1732,Sarothrura_lugens,Chestnut-headed Flufftail,Sarothrura,Sarothruridae (Flufftails),genus-level,Sarothrura,,,0,0
1733,Sarothrura_boehmi,Streaky-breasted Flufftail,Sarothrura,Sarothruridae (Flufftails),genus-level,Sarothrura,,,0,0
1734,Sarothrura_affinis,Striped Flufftail,Sarothrura,Sarothruridae (Flufftails),genus-level,"Sarothrura_affinis, Sarothrura_insularis, Sarothrura_ayresi, Sarothrura_watersi",,BOW: closely related to S insularis,0,0
1735,Sarothrura_insularis,Madagascar Flufftail,Sarothrura,Sarothruridae (Flufftails),,,,,0,0
1736,Sarothrura_ayresi,White-winged Flufftail,Sarothrura,Sarothruridae (Flufftails),genus-level,"Sarothrura_affinis, Sarothrura_insularis, Sarothrura_ayresi, Sarothrura_watersi",,MJI guess based on sequence,0,0
1737,Sarothrura_watersi,Slender-billed Flufftail,Sarothrura,Sarothruridae (Flufftails),genus-level,"Sarothrura_affinis, Sarothrura_insularis, Sarothrura_ayresi, Sarothrura_watersi",,MJI guess based on sequence,0,0
1738,Rallus_obsoletus,Ridgway's Rail,Rallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Rallus_obsoletus, Rallus_tenuirostris, Rallus_longirostris, Rallus_wetmorei",,MJI guess based on sequence,0,0
1739,Rallus_tenuirostris,Aztec Rail,Rallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Rallus_obsoletus, Rallus_tenuirostris, Rallus_longirostris, Rallus_wetmorei",,MJI guess based on sequence,0,0
1740,Rallus_longirostris,Mangrove Rail,Rallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1741,Rallus_elegans,King Rail,Rallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1742,Rallus_crepitans,Clapper Rail,Rallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1743,Rallus_wetmorei,Plain-flanked Rail,Rallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Rallus_obsoletus, Rallus_tenuirostris, Rallus_longirostris, Rallus_wetmorei",,Close-ish to these,0,0
1744,Rallus_limicola,Virginia Rail,Rallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1745,Rallus_semiplumbeus,Bogota Rail,Rallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Rallus_limicola, Rallus_semiplumbeus, Rallus_antarcticus",,MJI guess based on morphology,0,0
1746,Rallus_antarcticus,Austral Rail,Rallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Rallus_limicola, Rallus_semiplumbeus, Rallus_antarcticus",,MJI guess based on morphology,0,0
1747,Rallus_aquaticus,Water Rail,Rallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1748,Rallus_indicus,Brown-cheeked Rail,Rallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Rallus_aquaticus, Rallus_indicus, Rallus_caerulescens, Rallus_madagascariensis",,obvious sisters,0,0
1749,Rallus_caerulescens,African Rail,Rallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Rallus_aquaticus, Rallus_indicus, Rallus_caerulescens, Rallus_madagascariensis",,MJI guess based on morphology,0,0
1750,Rallus_madagascariensis,Madagascar Rail,Rallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Rallus_aquaticus, Rallus_indicus, Rallus_caerulescens, Rallus_madagascariensis",,MJI guess based on morphology,0,0
1751,Dryolimnas_cuvieri,White-throated Rail,Dryolimnas,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1752,Dryolimnas_augusti,Reunion Rail,Dryolimnas,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Dryolimnas,,MJI two-species genus match,0,0
1753,Aphanapteryx_bonasia,Red Rail,Aphanapteryx,"Rallidae (Rails, Gallinules, and Coots)",family-level,"Rallidae (Rails, Gallinules, and Coots); Aphanapteryx",Amaurolimnas; Amaurornis; Anurolimnas; Aphanapteryx; Aramides; Aramidopsis; Atlantisia; Canirallus; Coturnicops; Crex; Cyanolimnas; Diaphorapteryx; Dryolimnas; Erythromachus; Fulica; Gallicrex; Gallinula; Gallirallus; Gymnocrex; Hapalocrex; Himantornis; Laterallus; Lewinia; Megacrex; Micropygia; Mundia; Mustelirallus; Paragallinula; Pardirallus; Poliolimnas; Porphyrio; Porphyriops; Porzana; Rallina; Rallus; Rougetius; Tribonyx; Zapornia,These two probably shouldn't be in separate genera. Functionally combining them here.,0,0
1754,Erythromachus_leguati,Rodrigues Rail,Erythromachus,"Rallidae (Rails, Gallinules, and Coots)",family-level,"Rallidae (Rails, Gallinules, and Coots); Aphanapteryx",Amaurolimnas; Amaurornis; Anurolimnas; Aphanapteryx; Aramides; Aramidopsis; Atlantisia; Canirallus; Coturnicops; Crex; Cyanolimnas; Diaphorapteryx; Dryolimnas; Erythromachus; Fulica; Gallicrex; Gallinula; Gallirallus; Gymnocrex; Hapalocrex; Himantornis; Laterallus; Lewinia; Megacrex; Micropygia; Mundia; Mustelirallus; Paragallinula; Pardirallus; Poliolimnas; Porphyrio; Porphyriops; Porzana; Rallina; Rallus; Rougetius; Tribonyx; Zapornia,"These two probably shouldn't be in separate genera. Functionally combining them here. E.g. BOW: ""Sometimes placed in genus Aphanapteryx, along with its close relative †A. bonasia (which see).""",0,0
1755,Crex_crex,Corn Crake,Crex,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1756,Crex_egregia,African Crake,Crex,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1757,Rougetius_rougetii,Rouget's Rail,Rougetius,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1758,Atlantisia_rogersi,Inaccessible Island Rail,Atlantisia,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1759,Atlantisia_podarces,St. Helena Crake,Atlantisia,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Atlantisia,,,0,0
1760,Mundia_elpenor,Ascension Crake,Mundia,"Rallidae (Rails, Gallinules, and Coots)",family-level,Atlantisia,"Atlantisia_rogersi, Atlantisia_podarces","Adding as sister to Atlantisia: ""Previously placed in Atlantisia, and considered close to extant Atlantisia rogersi, but differs significantly, and is probably better placed in its own genus""",0,0
1761,Aramidopsis_plateni,Snoring Rail,Aramidopsis,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1762,Lewinia_striata,Slaty-breasted Rail,Lewinia,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1763,Lewinia_mirifica,Luzon Rail,Lewinia,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1764,Lewinia_pectoralis,Lewin's Rail,Lewinia,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1765,Lewinia_muelleri,Auckland Islands Rail,Lewinia,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1766,Gymnocrex_rosenbergii,Blue-faced Rail,Gymnocrex,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1767,Gymnocrex_plumbeiventris,Bare-eyed Rail,Gymnocrex,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Gymnocrex,,,0,0
1768,Gymnocrex_talaudensis,Talaud Rail,Gymnocrex,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Gymnocrex,,,0,0
1769,Diaphorapteryx_hawkinsi,Hawkins's Rail,Diaphorapteryx,"Rallidae (Rails, Gallinules, and Coots)",family-level,"Rallidae (Rails, Gallinules, and Coots)",Amaurolimnas; Amaurornis; Anurolimnas; Aphanapteryx; Aramides; Aramidopsis; Atlantisia; Canirallus; Coturnicops; Crex; Cyanolimnas; Diaphorapteryx; Dryolimnas; Erythromachus; Fulica; Gallicrex; Gallinula; Gallirallus; Gymnocrex; Hapalocrex; Himantornis; Laterallus; Lewinia; Megacrex; Micropygia; Mundia; Mustelirallus; Paragallinula; Pardirallus; Poliolimnas; Porphyrio; Porphyriops; Porzana; Rallina; Rallus; Rougetius; Tribonyx; Zapornia,,0,0
1770,Gallirallus_calayanensis,Calayan Rail,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1771,Gallirallus_wallacii,Invisible Rail,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1772,Gallirallus_castaneoventris,Chestnut Rail,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1773,Gallirallus_australis,Weka,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1774,Gallirallus_lafresnayanus,New Caledonian Rail,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Gallirallus,,,0,0
1775,Gallirallus_sylvestris,Lord Howe Rail,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1776,Gallirallus_okinawae,Okinawa Rail,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1777,Gallirallus_pacificus,Tahiti Rail,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Gallirallus,,,0,0
1778,Gallirallus_philippensis,Buff-banded Rail,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1779,Gallirallus_modestus,Chatham Islands Rail,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Gallirallus,,,0,0
1780,Gallirallus_dieffenbachii,Dieffenbach's Rail,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Gallirallus,,,0,0
1781,Gallirallus_insignis,New Britain Rail,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Gallirallus_okinawae, Gallirallus_insignis, Gallirallus_torquatus",,Sometimes placed in Rallus or Gallirallus. Closely related to H. torquata and H. insignis. Monotypic.,0,0
1782,Gallirallus_woodfordi,Woodford's Rail,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1783,Gallirallus_poecilopterus,Bar-winged Rail,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1784,Gallirallus_owstoni,Guam Rail,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1785,Gallirallus_wakensis,Wake Island Rail,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1786,Gallirallus_torquatus,Barred Rail,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1787,Gallirallus_rovianae,Roviana Rail,Gallirallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Gallirallus_philippensis, Gallirallus_owstoni, Gallirallus_rovianae",,May be closely related to H. owstoni and H. philippensis,0,0
1788,Canirallus_oculeus,Gray-throated Rail,Canirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1789,Mustelirallus_albicollis,Ash-throated Crake,Mustelirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1790,Mustelirallus_colombianus,Colombian Crake,Mustelirallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Mustelirallus_colombianus, Mustelirallus_erythrops",,MJI guess; very similar morphology,0,0
1791,Mustelirallus_erythrops,Paint-billed Crake,Mustelirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1792,Cyanolimnas_cerverai,Zapata Rail,Cyanolimnas,"Rallidae (Rails, Gallinules, and Coots)",family-level,Mustelirallus,"Mustelirallus_colombianus, Mustelirallus_erythrops",This species now known to be in Mustelirallus,0,0
1793,Pardirallus_maculatus,Spotted Rail,Pardirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1794,Pardirallus_nigricans,Blackish Rail,Pardirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1795,Pardirallus_sanguinolentus,Plumbeous Rail,Pardirallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1796,Amaurolimnas_concolor,Uniform Crake,Amaurolimnas,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1797,Aramides_ypecaha,Giant Wood-Rail,Aramides,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1798,Aramides_wolfi,Brown Wood-Rail,Aramides,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Aramides,,,0,0
1799,Aramides_mangle,Little Wood-Rail,Aramides,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Aramides,,,0,0
1800,Aramides_axillaris,Rufous-necked Wood-Rail,Aramides,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
